Orthogroup	oneline_A99_genome_proteins	oneline_c_sorokiniana_genome_proteins	oneline_c_variabilis_genome_proteins	oneline_c_vulgaris_genome_proteins	oneline_m_conductrix_genome_proteins
OG0010805			XP_005850383.1		
OG0010806			XP_005850423.1		
OG0010807			XP_005850450.1		
OG0010808			XP_005850461.1		
OG0010809			XP_005850489.1		
OG0010810			XP_005850509.1		
OG0010811			XP_005850529.1		
OG0010812			XP_005850545.1		
OG0010813			XP_005850572.1		
OG0010814			XP_005850616.1		
OG0010815			XP_005850658.1		
OG0010816			XP_005850661.1		
OG0010817			XP_005850741.1		
OG0010818			XP_005850793.1		
OG0010819			XP_005850807.1		
OG0010820			XP_005850818.1		
OG0010821			XP_005850828.1		
OG0010822			XP_005850830.1		
OG0010823			XP_005850831.1		
OG0010824			XP_005850834.1		
OG0010825			XP_005850906.1		
OG0010826			XP_005850954.1		
OG0010827			XP_005851001.1		
OG0010828			XP_005851004.1		
OG0010829			XP_005851048.1		
OG0010830			XP_005851055.1		
OG0010831			XP_005851112.1		
OG0010832			XP_005851132.1		
OG0010833			XP_005851133.1		
OG0010834			XP_005851146.1		
OG0010835			XP_005851176.1		
OG0010836			XP_005851184.1		
OG0010837			XP_005851233.1		
OG0010838			XP_005851252.1		
OG0010839			XP_005851268.1		
OG0010840			XP_005851337.1		
OG0010841			XP_005851364.1		
OG0010842			XP_005851365.1		
OG0010843			XP_005851380.1		
OG0010844			XP_005851397.1		
OG0010845			XP_005851403.1		
OG0010846			XP_005851409.1		
OG0010847			XP_005851423.1		
OG0010848			XP_005851459.1		
OG0010849			XP_005851460.1		
OG0010850			XP_005851478.1		
OG0010851			XP_005851514.1		
OG0010852			XP_005851552.1		
OG0010853			XP_005851557.1		
OG0010854			XP_005851560.1		
OG0010855			XP_005851592.1		
OG0010856			XP_005851605.1		
OG0010857			XP_005851625.1		
OG0010858			XP_005851626.1		
OG0010859			XP_005851657.1		
OG0010860			XP_005851686.1		
OG0010861			XP_005851702.1		
OG0010862			XP_005851723.1		
OG0010863			XP_005851757.1		
OG0010864			XP_005851761.1		
OG0010865			XP_005851780.1		
OG0010866			XP_005851805.1		
OG0010867			XP_005851817.1		
OG0010868			XP_005851819.1		
OG0010869			XP_005851840.1		
OG0010870			XP_005851847.1		
OG0010871			XP_005851850.1		
OG0010872			XP_005851852.1		
OG0010873			XP_005851950.1		
OG0010874			XP_005851989.1		
OG0010875			XP_005852001.1		
OG0010876			XP_005852004.1		
OG0010877			XP_005852021.1		
OG0010878			XP_005852025.1		
OG0010879			XP_005852035.1		
OG0010880			XP_005852094.1		
OG0010881			XP_005852121.1		
OG0010882			XP_005852153.1		
OG0010883			XP_005852178.1		
OG0010884			XP_005852181.1		
OG0010885			XP_005852201.1		
OG0010886			XP_005852202.1		
OG0010887			XP_005852213.1		
OG0010888			XP_005852237.1		
OG0010889			XP_005852274.1		
OG0010890			XP_005852284.1		
OG0010891			XP_005852289.1		
OG0010892			XP_005852298.1		
OG0010893			XP_005852303.1		
OG0010894			XP_005852304.1		
OG0010895			XP_005852307.1		
OG0010896				KAI3423437.1	
OG0010897				KAI3423810.1	
OG0010898				KAI3423817.1	
OG0010899				KAI3423877.1	
OG0010900				KAI3423885.1	
OG0010901				KAI3423912.1	
OG0010902				KAI3423932.1	
OG0010903				KAI3423935.1	
OG0010904				KAI3423945.1	
OG0010905				KAI3423949.1	
OG0010906				KAI3423954.1	
OG0010907				KAI3423968.1	
OG0010908				KAI3423985.1	
OG0010909				KAI3424048.1	
OG0010910				KAI3424050.1	
OG0010911				KAI3424055.1	
OG0010912				KAI3424061.1	
OG0010913				KAI3424103.1	
OG0010914				KAI3424150.1	
OG0010915				KAI3424195.1	
OG0010916				KAI3424224.1	
OG0010917				KAI3424244.1	
OG0010918				KAI3424255.1	
OG0010919				KAI3424285.1	
OG0010920				KAI3424309.1	
OG0010921				KAI3424320.1	
OG0010922				KAI3424328.1	
OG0010923				KAI3424334.1	
OG0010924				KAI3424346.1	
OG0010925				KAI3424370.1	
OG0010926				KAI3424390.1	
OG0010927				KAI3424391.1	
OG0010928				KAI3424392.1	
OG0010929				KAI3424393.1	
OG0010930				KAI3424407.1	
OG0010931				KAI3424409.1	
OG0010932				KAI3424444.1	
OG0010933				KAI3424450.1	
OG0010934				KAI3424471.1	
OG0010935				KAI3424751.1	
OG0010936				KAI3424752.1	
OG0010937				KAI3424758.1	
OG0010938				KAI3424783.1	
OG0010939				KAI3424791.1	
OG0010940				KAI3424833.1	
OG0010941				KAI3424839.1	
OG0010942				KAI3424854.1	
OG0010943				KAI3424872.1	
OG0010944				KAI3424888.1	
OG0010945				KAI3424974.1	
OG0010946				KAI3425017.1	
OG0010947				KAI3425040.1	
OG0010948				KAI3425053.1	
OG0010949				KAI3425081.1	
OG0010950				KAI3425093.1	
OG0010951				KAI3425120.1	
OG0010952				KAI3425129.1	
OG0010953				KAI3425135.1	
OG0010954				KAI3425148.1	
OG0010955				KAI3425187.1	
OG0010956				KAI3425188.1	
OG0010957				KAI3425194.1	
OG0010958				KAI3425197.1	
OG0010959				KAI3425210.1	
OG0010960				KAI3425211.1	
OG0010961				KAI3425216.1	
OG0010962				KAI3425233.1	
OG0010963				KAI3425250.1	
OG0010964				KAI3425265.1	
OG0010965				KAI3425269.1	
OG0010966				KAI3425275.1	
OG0010967				KAI3425289.1	
OG0010968				KAI3425311.1	
OG0010969				KAI3425335.1	
OG0010970				KAI3425359.1	
OG0010971				KAI3425706.1	
OG0010972				KAI3425707.1	
OG0010973				KAI3425716.1	
OG0010974				KAI3425717.1	
OG0010975				KAI3425723.1	
OG0010976				KAI3425751.1	
OG0010977				KAI3425756.1	
OG0010978				KAI3425768.1	
OG0010979				KAI3425769.1	
OG0010980				KAI3425802.1	
OG0010981				KAI3425810.1	
OG0010982				KAI3425816.1	
OG0010983				KAI3425818.1	
OG0010984				KAI3425866.1	
OG0010985				KAI3425879.1	
OG0010986				KAI3425928.1	
OG0010987				KAI3425932.1	
OG0010988				KAI3425937.1	
OG0010989				KAI3425938.1	
OG0010990				KAI3425950.1	
OG0010991				KAI3425990.1	
OG0010992				KAI3426002.1	
OG0010993				KAI3426003.1	
OG0010994				KAI3426020.1	
OG0010995				KAI3426023.1	
OG0010996				KAI3426025.1	
OG0010997				KAI3426034.1	
OG0010998				KAI3426040.1	
OG0010999				KAI3426042.1	
OG0011000				KAI3426048.1	
OG0011001				KAI3426115.1	
OG0011002				KAI3426125.1	
OG0011003				KAI3426126.1	
OG0011004				KAI3426135.1	
OG0011005				KAI3426137.1	
OG0011006				KAI3426250.1	
OG0011007				KAI3426261.1	
OG0011008				KAI3426285.1	
OG0011009				KAI3426287.1	
OG0011010				KAI3426331.1	
OG0011011				KAI3426350.1	
OG0011012				KAI3426355.1	
OG0011013				KAI3426368.1	
OG0011014				KAI3426386.1	
OG0011015				KAI3426418.1	
OG0011016				KAI3426471.1	
OG0011017				KAI3426483.1	
OG0011018				KAI3426487.1	
OG0011019				KAI3426506.1	
OG0011020				KAI3426853.1	
OG0011021				KAI3426858.1	
OG0011022				KAI3426868.1	
OG0011023				KAI3426878.1	
OG0011024				KAI3426894.1	
OG0011025				KAI3426895.1	
OG0011026				KAI3426920.1	
OG0011027				KAI3426921.1	
OG0011028				KAI3426932.1	
OG0011029				KAI3426978.1	
OG0011030				KAI3426980.1	
OG0011031				KAI3427002.1	
OG0011032				KAI3427003.1	
OG0011033				KAI3427049.1	
OG0011034				KAI3427064.1	
OG0011035				KAI3427075.1	
OG0011036				KAI3427079.1	
OG0011037				KAI3427080.1	
OG0011038				KAI3427081.1	
OG0011039				KAI3427100.1	
OG0011040				KAI3427136.1	
OG0011041				KAI3427148.1	
OG0011042				KAI3427159.1	
OG0011043				KAI3427217.1	
OG0011044				KAI3427225.1	
OG0011045				KAI3427241.1	
OG0011046				KAI3427251.1	
OG0011047				KAI3427358.1	
OG0011048				KAI3427362.1	
OG0011049				KAI3427368.1	
OG0011050				KAI3427379.1	
OG0011051				KAI3427392.1	
OG0011052				KAI3427422.1	
OG0011053				KAI3427917.1	
OG0011054				KAI3427936.1	
OG0011055				KAI3427973.1	
OG0011056				KAI3428003.1	
OG0011057				KAI3428004.1	
OG0011058				KAI3428033.1	
OG0011059				KAI3428048.1	
OG0011060				KAI3428054.1	
OG0011061				KAI3428062.1	
OG0011062				KAI3428116.1	
OG0011063				KAI3428128.1	
OG0011064				KAI3428189.1	
OG0011065				KAI3428190.1	
OG0011066				KAI3428199.1	
OG0011067				KAI3428242.1	
OG0011068				KAI3428418.1	
OG0011069				KAI3428426.1	
OG0011070				KAI3428428.1	
OG0011071				KAI3428434.1	
OG0011072				KAI3428466.1	
OG0011073				KAI3428501.1	
OG0011074				KAI3428545.1	
OG0011075				KAI3428560.1	
OG0011076				KAI3428566.1	
OG0011077				KAI3428604.1	
OG0011078				KAI3428618.1	
OG0011079				KAI3428660.1	
OG0011080				KAI3428725.1	
OG0011081				KAI3428760.1	
OG0011082				KAI3428798.1	
OG0011083				KAI3428814.1	
OG0011084				KAI3428824.1	
OG0011085				KAI3429228.1	
OG0011086				KAI3429234.1	
OG0011087				KAI3429260.1	
OG0011088				KAI3429273.1	
OG0011089				KAI3429287.1	
OG0011090				KAI3429329.1	
OG0011091				KAI3429330.1	
OG0011092				KAI3429331.1	
OG0011093				KAI3429338.1	
OG0011094				KAI3429402.1	
OG0011095				KAI3429411.1	
OG0011096				KAI3429428.1	
OG0011097				KAI3429430.1	
OG0011098				KAI3429476.1	
OG0011099				KAI3429477.1	
OG0011100				KAI3429493.1	
OG0011101				KAI3429515.1	
OG0011102				KAI3429546.1	
OG0011103				KAI3429549.1	
OG0011104				KAI3429577.1	
OG0011105				KAI3429591.1	
OG0011106				KAI3429621.1	
OG0011107				KAI3429623.1	
OG0011108				KAI3429625.1	
OG0011109				KAI3429649.1	
OG0011110				KAI3429663.1	
OG0011111				KAI3429696.1	
OG0011112				KAI3429745.1	
OG0011113				KAI3429747.1	
OG0011114				KAI3429748.1	
OG0011115				KAI3429767.1	
OG0011116				KAI3429776.1	
OG0011117				KAI3429794.1	
OG0011118				KAI3429825.1	
OG0011119				KAI3429857.1	
OG0011120				KAI3429863.1	
OG0011121				KAI3429864.1	
OG0011122				KAI3429896.1	
OG0011123				KAI3429903.1	
OG0011124				KAI3430261.1	
OG0011125				KAI3430295.1	
OG0011126				KAI3430303.1	
OG0011127				KAI3430317.1	
OG0011128				KAI3430329.1	
OG0011129				KAI3430337.1	
OG0011130				KAI3430338.1	
OG0011131				KAI3430339.1	
OG0011132				KAI3430357.1	
OG0011133				KAI3430360.1	
OG0011134				KAI3430385.1	
OG0011135				KAI3430393.1	
OG0011136				KAI3430394.1	
OG0011137				KAI3430430.1	
OG0011138				KAI3430486.1	
OG0011139				KAI3430503.1	
OG0011140				KAI3430529.1	
OG0011141				KAI3430562.1	
OG0011142				KAI3430568.1	
OG0011143				KAI3430571.1	
OG0011144				KAI3430604.1	
OG0011145				KAI3430662.1	
OG0011146				KAI3430664.1	
OG0011147				KAI3430686.1	
OG0011148				KAI3430747.1	
OG0011149				KAI3430781.1	
OG0011150				KAI3430789.1	
OG0011151				KAI3430798.1	
OG0011152				KAI3430800.1	
OG0011153				KAI3430810.1	
OG0011154				KAI3430862.1	
OG0011155				KAI3430877.1	
OG0011156				KAI3431262.1	
OG0011157				KAI3431300.1	
OG0011158				KAI3431305.1	
OG0011159				KAI3431322.1	
OG0011160				KAI3431331.1	
OG0011161				KAI3431333.1	
OG0011162				KAI3431336.1	
OG0011163				KAI3431404.1	
OG0011164				KAI3431462.1	
OG0011165				KAI3431484.1	
OG0011166				KAI3431492.1	
OG0011167				KAI3431508.1	
OG0011168				KAI3431514.1	
OG0011169				KAI3431522.1	
OG0011170				KAI3431533.1	
OG0011171				KAI3431534.1	
OG0011172				KAI3431549.1	
OG0011173				KAI3431598.1	
OG0011174				KAI3431600.1	
OG0011175				KAI3431606.1	
OG0011176				KAI3431617.1	
OG0011177				KAI3431635.1	
OG0011178				KAI3431682.1	
OG0011179				KAI3431701.1	
OG0011180				KAI3431702.1	
OG0011181				KAI3431717.1	
OG0011182				KAI3431734.1	
OG0011183				KAI3431780.1	
OG0011184				KAI3431791.1	
OG0011185				KAI3431794.1	
OG0011186				KAI3431795.1	
OG0011187				KAI3431815.1	
OG0011188				KAI3432243.1	
OG0011189				KAI3432279.1	
OG0011190				KAI3432280.1	
OG0011191				KAI3432287.1	
OG0011192				KAI3432301.1	
OG0011193				KAI3432310.1	
OG0011194				KAI3432313.1	
OG0011195				KAI3432322.1	
OG0011196				KAI3432359.1	
OG0011197				KAI3432395.1	
OG0011198				KAI3432400.1	
OG0011199				KAI3432410.1	
OG0011200				KAI3432428.1	
OG0011201				KAI3432452.1	
OG0011202				KAI3432479.1	
OG0011203				KAI3432480.1	
OG0011204				KAI3432481.1	
OG0011205				KAI3432482.1	
OG0011206				KAI3432483.1	
OG0011207				KAI3432484.1	
OG0011208				KAI3432485.1	
OG0011209				KAI3432487.1	
OG0011210				KAI3432488.1	
OG0011211				KAI3432489.1	
OG0011212				KAI3432490.1	
OG0011213				KAI3432491.1	
OG0011214				KAI3432492.1	
OG0011215				KAI3432493.1	
OG0011216				KAI3432494.1	
OG0011217				KAI3432495.1	
OG0011218				KAI3432496.1	
OG0011219				KAI3432497.1	
OG0011220				KAI3432498.1	
OG0011221				KAI3432499.1	
OG0011222				KAI3432500.1	
OG0011223				KAI3432501.1	
OG0011224				KAI3432502.1	
OG0011225				KAI3432503.1	
OG0011226				KAI3432504.1	
OG0011227				KAI3432506.1	
OG0011228				KAI3432507.1	
OG0011229				KAI3432508.1	
OG0011230				KAI3432509.1	
OG0011231				KAI3432510.1	
OG0011232				KAI3432511.1	
OG0011233				KAI3432512.1	
OG0011234				KAI3432513.1	
OG0011235				KAI3432515.1	
OG0011236				KAI3432516.1	
OG0011237				KAI3432517.1	
OG0011238				KAI3432518.1	
OG0011239				KAI3432519.1	
OG0011240				KAI3432520.1	
OG0011241				KAI3432521.1	
OG0011242				KAI3432522.1	
OG0011243				KAI3432523.1	
OG0011244				KAI3432524.1	
OG0011245				KAI3432525.1	
OG0011246				KAI3432526.1	
OG0011247				KAI3432527.1	
OG0011248				KAI3432528.1	
OG0011249				KAI3432529.1	
OG0011250				KAI3432530.1	
OG0011251				KAI3432531.1	
OG0011252				KAI3432533.1	
OG0011253				KAI3432534.1	
OG0011254				KAI3432535.1	
OG0011255				KAI3432536.1	
OG0011256				KAI3432537.1	
OG0011257				KAI3432538.1	
OG0011258				KAI3432539.1	
OG0011259				KAI3432540.1	
OG0011260				KAI3432541.1	
OG0011261				KAI3432542.1	
OG0011262				KAI3432543.1	
OG0011263				KAI3432544.1	
OG0011264				KAI3432545.1	
OG0011265				KAI3432546.1	
OG0011266				KAI3432547.1	
OG0011267				KAI3432548.1	
OG0011268				KAI3432549.1	
OG0011269				KAI3432551.1	
OG0011270				KAI3432552.1	
OG0011271				KAI3432553.1	
OG0011272				KAI3432554.1	
OG0011273				KAI3432555.1	
OG0011274				KAI3432556.1	
OG0011275				KAI3432557.1	
OG0011276				KAI3432558.1	
OG0011277				KAI3432559.1	
OG0011278				KAI3432565.1	
OG0011279				KAI3432567.1	
OG0011280				KAI3432576.1	
OG0011281				KAI3432578.1	
OG0011282				KAI3432613.1	
OG0011283				KAI3432622.1	
OG0011284				KAI3432630.1	
OG0011285				KAI3432631.1	
OG0011286				KAI3432633.1	
OG0011287				KAI3432669.1	
OG0011288				KAI3432679.1	
OG0011289				KAI3432687.1	
OG0011290				KAI3432714.1	
OG0011291				KAI3432716.1	
OG0011292				KAI3432733.1	
OG0011293				KAI3432744.1	
OG0011294				KAI3432745.1	
OG0011295				KAI3432749.1	
OG0011296				KAI3432755.1	
OG0011297				KAI3432762.1	
OG0011298				KAI3432769.1	
OG0011299				KAI3432786.1	
OG0011300				KAI3432791.1	
OG0011301				KAI3432829.1	
OG0011302				KAI3433302.1	
OG0011303				KAI3433305.1	
OG0011304				KAI3433345.1	
OG0011305				KAI3433363.1	
OG0011306				KAI3433364.1	
OG0011307				KAI3433367.1	
OG0011308				KAI3433386.1	
OG0011309				KAI3433471.1	
OG0011310				KAI3433492.1	
OG0011311				KAI3433514.1	
OG0011312				KAI3433537.1	
OG0011313				KAI3433547.1	
OG0011314				KAI3433578.1	
OG0011315				KAI3433662.1	
OG0011316				KAI3433664.1	
OG0011317				KAI3433669.1	
OG0011318				KAI3433702.1	
OG0011319				KAI3433738.1	
OG0011320				KAI3433783.1	
OG0011321				KAI3433831.1	
OG0011322				KAI3433847.1	
OG0011323				KAI3433893.1	
OG0011324				KAI3433895.1	
OG0011325				KAI3433965.1	
OG0011326				KAI3433966.1	
OG0011327				KAI3434363.1	
OG0011328				KAI3434390.1	
OG0011329				KAI3434391.1	
OG0011330				KAI3434411.1	
OG0011331				KAI3434436.1	
OG0011332				KAI3434438.1	
OG0011333				KAI3434448.1	
OG0011334				KAI3434458.1	
OG0011335				KAI3434479.1	
OG0011336				KAI3434480.1	
OG0011337				KAI3434523.1	
OG0011338				KAI3434524.1	
OG0011339				KAI3434544.1	
OG0011340				KAI3434554.1	
OG0011341				KAI3434556.1	
OG0011342				KAI3434592.1	
OG0011343				KAI3434594.1	
OG0011344				KAI3434595.1	
OG0011345				KAI3434605.1	
OG0011346				KAI3434606.1	
OG0011347				KAI3434611.1	
OG0011348				KAI3434618.1	
OG0011349				KAI3434645.1	
OG0011350				KAI3434666.1	
OG0011351				KAI3434719.1	
OG0011352				KAI3434729.1	
OG0011353				KAI3434743.1	
OG0011354				KAI3434758.1	
OG0011355				KAI3434765.1	
OG0011356				KAI3434766.1	
OG0011357				KAI3434767.1	
OG0011358				KAI3434769.1	
OG0011359				KAI3434772.1	
OG0011360				KAI3434809.1	
OG0011361				KAI3434823.1	
OG0011362				KAI3434825.1	
OG0011363				KAI3434862.1	
OG0011364				KAI3434881.1	
OG0011365				KAI3434906.1	
OG0011366				KAI3434934.1	
OG0011367				KAI3434949.1	
OG0011368				KAI3434955.1	
OG0011369				KAI3434961.1	
OG0011370				KAI3434993.1	
OG0011371				KAI3435486.1	
OG0011372				KAI3435527.1	
OG0011373				KAI3435639.1	
OG0011374				KAI3435661.1	
OG0011375				KAI3435669.1	
OG0011376				KAI3435696.1	
OG0011377				KAI3435697.1	
OG0011378				KAI3435713.1	
OG0011379				KAI3435720.1	
OG0011380				KAI3435723.1	
OG0011381				KAI3435726.1	
OG0011382				KAI3435749.1	
OG0011383				KAI3435761.1	
OG0011384				KAI3435765.1	
OG0011385				KAI3435792.1	
OG0011386				KAI3435876.1	
OG0011387				KAI3435976.1	
OG0011388				KAI3435977.1	
OG0011389				KAI3435983.1	
OG0011390				KAI3435988.1	
OG0011391				KAI3436030.1	
OG0011392				KAI3436084.1	
OG0011393				KAI3436135.1	
OG0011394				KAI3436151.1	
OG0011395				KAI3436219.1	
OG0011396				KAI3436250.1	
OG0011397				KAI3436263.1	
OG0011398				KAI3436306.1	
OG0011399				KAI3436334.1	
OG0011400				KAI3436341.1	
OG0011401				KAI3436346.1	
OG0011402				KAI3436352.1	
OG0011403				KAI3436386.1	
OG0011404				KAI3436391.1	
OG0011405				KAI3436400.1	
OG0011406				KAI3436407.1	
OG0011407				KAI3436431.1	
OG0011408				KAI3436446.1	
OG0011409				KAI3436453.1	
OG0011410				KAI3436455.1	
OG0011411				KAI3436465.1	
OG0011412				KAI3436486.1	
OG0011413				KAI3436490.1	
OG0011414				KAI3436507.1	
OG0011415				KAI3436515.1	
OG0011416				KAI3436517.1	
OG0011417				KAI3436538.1	
OG0011418				KAI3436573.1	
OG0011419				KAI3436607.1	
OG0011420				KAI3436659.1	
OG0011421				KAI3436705.1	
OG0011422				KAI3436716.1	
OG0011423				KAI3436753.1	
OG0011424				KAI3436775.1	
OG0011425				KAI3436840.1	
OG0011426				KAI3436860.1	
OG0011427				KAI3436877.1	
OG0011428				KAI3436893.1	
OG0011429				KAI3437553.1	
OG0011430				KAI3437564.1	
OG0011431				KAI3437582.1	
OG0011432				KAI3437607.1	
OG0011433				KAI3437609.1	
OG0011434				KAI3437634.1	
OG0011435				KAI3437639.1	
OG0011436				KAI3437655.1	
OG0011437				KAI3437657.1	
OG0011438				KAI3437669.1	
OG0011439				KAI3437688.1	
OG0011440				KAI3437710.1	
OG0011441				KAI3437725.1	
OG0011442				KAI3437740.1	
OG0011443				KAI3437741.1	
OG0011444				KAI3437799.1	
OG0011445				KAI3437825.1	
OG0011446				KAI3437826.1	
OG0011447				KAI3437900.1	
OG0011448				KAI3437985.1	
OG0011449				KAI3437992.1	
OG0011450				KAI3437993.1	
OG0011451				KAI3438001.1	
OG0011452				KAI3438031.1	
OG0011453				KAI3438033.1	
OG0011454				KAI3438147.1	
OG0011455				KAI3438149.1	
OG0011456				KAI3438194.1	
OG0011457				KAI3438220.1	
OG0011458				KAI3438314.1	
OG0011459				KAI3438318.1	
OG0011460				KAI3438377.1	
OG0011461				KAI3438383.1	
OG0011462				KAI3438456.1	
OG0011463				KAI3438457.1	
OG0011464				KAI3438464.1	
OG0011465				KAI3438468.1	
OG0011466				KAI3438558.1	
OG0011467				KAI3438654.1	
OG0011468				KAI3438684.1	
OG0011469				KAI3438758.1	
OG0011470				KAI3438785.1	
OG0011471				KAI3438794.1	
OG0011472				KAI3438804.1	
OG0011473				KAI3438824.1	
OG0011474				KAI3438837.1	
OG0011475				KAI3438840.1	
OG0011476				KAI3438857.1	
OG0011477				KAI3438858.1	
OG0011478				KAI3438859.1	
OG0011479				KAI3438860.1	
OG0011480				KAI3438863.1	
OG0011481				KAI3438871.1	
OG0011482				KAI3438875.1	
OG0011483				KAI3438876.1	
OG0011484				KAI3438914.1	
OG0011485				KAI3438940.1	
OG0011486				KAI3438952.1	
OG0011487				KAI3439004.1	
OG0011488				KAI3439010.1	
OG0011489				KAI3439012.1	
OG0011490				KAI3439063.1	
OG0011491				KAI3439069.1	
OG0011492				KAI3439083.1	
OG0011493				KAI3439099.1	
OG0011494				KAI3439101.1	
OG0011495				KAI3439116.1	
OG0011496				KAI3439120.1	
OG0011497				KAI3439140.1	
OG0011498					PSC67083.1
OG0011499					PSC67133.1
OG0011500					PSC67138.1
OG0011501					PSC67160.1
OG0011502					PSC67182.1
OG0011503					PSC67190.1
OG0011504					PSC67256.1
OG0011505					PSC67268.1
OG0011506					PSC67271.1
OG0011507					PSC67288.1
OG0011508					PSC67304.1
OG0011509					PSC67325.1
OG0011510					PSC67332.1
OG0011511					PSC67339.1
OG0011512					PSC67401.1
OG0011513					PSC67402.1
OG0011514					PSC67408.1
OG0011515					PSC67412.1
OG0011516					PSC67432.1
OG0011517					PSC67457.1
OG0011518					PSC67473.1
OG0011519					PSC67513.1
OG0011520					PSC67514.1
OG0011521					PSC67521.1
OG0011522					PSC67523.1
OG0011523					PSC67572.1
OG0011524					PSC67629.1
OG0011525					PSC67697.1
OG0011526					PSC67703.1
OG0011527					PSC67742.1
OG0011528					PSC67749.1
OG0011529					PSC67752.1
OG0011530					PSC67753.1
OG0011531					PSC67776.1
OG0011532					PSC67788.1
OG0011533					PSC67799.1
OG0011534					PSC67809.1
OG0011535					PSC67821.1
OG0011536					PSC67873.1
OG0011537					PSC67920.1
OG0011538					PSC67967.1
OG0011539					PSC67977.1
OG0011540					PSC68003.1
OG0011541					PSC68024.1
OG0011542					PSC68033.1
OG0011543					PSC68047.1
OG0011544					PSC68093.1
OG0011545					PSC68126.1
OG0011546					PSC68135.1
OG0011547					PSC68137.1
OG0011548					PSC68139.1
OG0011549					PSC68156.1
OG0011550					PSC68181.1
OG0011551					PSC68211.1
OG0011552					PSC68213.1
OG0011553					PSC68255.1
OG0011554					PSC68289.1
OG0011555					PSC68302.1
OG0011556					PSC68337.1
OG0011557					PSC68354.1
OG0011558					PSC68362.1
OG0011559					PSC68397.1
OG0011560					PSC68433.1
OG0011561					PSC68440.1
OG0011562					PSC68477.1
OG0011563					PSC68499.1
OG0011564					PSC68520.1
OG0011565					PSC68523.1
OG0011566					PSC68538.1
OG0011567					PSC68563.1
OG0011568					PSC68589.1
OG0011569					PSC68600.1
OG0011570					PSC68637.1
OG0011571					PSC68641.1
OG0011572					PSC68673.1
OG0011573					PSC68690.1
OG0011574					PSC68710.1
OG0011575					PSC68722.1
OG0011576					PSC68724.1
OG0011577					PSC68741.1
OG0011578					PSC68770.1
OG0011579					PSC68772.1
OG0011580					PSC68776.1
OG0011581					PSC68778.1
OG0011582					PSC68779.1
OG0011583					PSC68786.1
OG0011584					PSC68792.1
OG0011585					PSC68803.1
OG0011586					PSC68811.1
OG0011587					PSC68834.1
OG0011588					PSC68976.1
OG0011589					PSC69037.1
OG0011590					PSC69038.1
OG0011591					PSC69097.1
OG0011592					PSC69105.1
OG0011593					PSC69153.1
OG0011594					PSC69183.1
OG0011595					PSC69184.1
OG0011596					PSC69234.1
OG0011597					PSC69262.1
OG0011598					PSC69320.1
OG0011599					PSC69347.1
OG0011600					PSC69394.1
OG0011601					PSC69410.1
OG0011602					PSC69421.1
OG0011603					PSC69424.1
OG0011604					PSC69442.1
OG0011605					PSC69460.1
OG0011606					PSC69465.1
OG0011607					PSC69504.1
OG0011608					PSC69511.1
OG0011609					PSC69512.1
OG0011610					PSC69543.1
OG0011611					PSC69551.1
OG0011612					PSC69553.1
OG0011613					PSC69641.1
OG0011614					PSC69657.1
OG0011615					PSC69675.1
OG0011616					PSC69694.1
OG0011617					PSC69705.1
OG0011618					PSC69753.1
OG0011619					PSC69891.1
OG0011620					PSC69913.1
OG0011621					PSC69917.1
OG0011622					PSC69925.1
OG0011623					PSC69928.1
OG0011624					PSC69932.1
OG0011625					PSC69934.1
OG0011626					PSC70008.1
OG0011627					PSC70027.1
OG0011628					PSC70044.1
OG0011629					PSC70065.1
OG0011630					PSC70067.1
OG0011631					PSC70081.1
OG0011632					PSC70084.1
OG0011633					PSC70118.1
OG0011634					PSC70119.1
OG0011635					PSC70120.1
OG0011636					PSC70129.1
OG0011637					PSC70133.1
OG0011638					PSC70135.1
OG0011639					PSC70143.1
OG0011640					PSC70234.1
OG0011641					PSC70240.1
OG0011642					PSC70241.1
OG0011643					PSC70254.1
OG0011644					PSC70262.1
OG0011645					PSC70265.1
OG0011646					PSC70343.1
OG0011647					PSC70359.1
OG0011648					PSC70366.1
OG0011649					PSC70442.1
OG0011650					PSC70450.1
OG0011651					PSC70461.1
OG0011652					PSC70471.1
OG0011653					PSC70522.1
OG0011654					PSC70535.1
OG0011655					PSC70538.1
OG0011656					PSC70557.1
OG0011657					PSC70560.1
OG0011658					PSC70575.1
OG0011659					PSC70616.1
OG0011660					PSC70650.1
OG0011661					PSC70660.1
OG0011662					PSC70669.1
OG0011663					PSC70719.1
OG0011664					PSC70722.1
OG0011665					PSC70831.1
OG0011666					PSC70839.1
OG0011667					PSC70840.1
OG0011668					PSC70846.1
OG0011669					PSC70917.1
OG0011670					PSC70923.1
OG0011671					PSC70949.1
OG0011672					PSC70958.1
OG0011673					PSC70959.1
OG0011674					PSC70964.1
OG0011675					PSC70969.1
OG0011676					PSC70990.1
OG0011677					PSC71003.1
OG0011678					PSC71247.1
OG0011679					PSC71261.1
OG0011680					PSC71280.1
OG0011681					PSC71319.1
OG0011682					PSC71325.1
OG0011683					PSC71327.1
OG0011684					PSC71342.1
OG0011685					PSC71388.1
OG0011686					PSC71412.1
OG0011687					PSC71435.1
OG0011688					PSC71449.1
OG0011689					PSC71480.1
OG0011690					PSC71511.1
OG0011691					PSC71582.1
OG0011692					PSC71585.1
OG0011693					PSC71642.1
OG0011694					PSC71650.1
OG0011695					PSC71661.1
OG0011696					PSC71751.1
OG0011697					PSC71753.1
OG0011698					PSC71776.1
