HOG	OG	Gene Tree Parent Clade	a99_genome_proteins	c_sorokiniana_genome_proteins	c_variabilis_genome_proteins	c_vulgaris_genome_proteins	m_conductrix_genome_proteins
N3.HOG0004479	OG0003405	n0			XP_005850626.1	KAI3436714.1	
N3.HOG0004480	OG0003406	n0			XP_005848027.1	KAI3437555.1	
N3.HOG0004481	OG0003408	n0			XP_005851005.1	KAI3436510.1	
N3.HOG0004482	OG0003409	n0			XP_005850724.1	KAI3436509.1	
N3.HOG0004483	OG0003410	n0			XP_005850727.1	KAI3436499.1	
N3.HOG0004484	OG0003411	n0			XP_005850750.1	KAI3436441.1	
N3.HOG0004485	OG0003412	n0			XP_005851037.1	KAI3436425.1	
N3.HOG0004486	OG0003413	n0			XP_005850754.1	KAI3436426.1	
N3.HOG0004487	OG0003414	n0			XP_005850764.1	KAI3436413.1	
N3.HOG0004488	OG0003415	n0			XP_005851052.1	KAI3436392.1	
N3.HOG0004489	OG0003416	n0			XP_005851053.1	KAI3436390.1	
N3.HOG0004490	OG0003417	n0			XP_005844653.1	KAI3430737.1	
N3.HOG0004491	OG0003418	n0			XP_005850767.1	KAI3436403.1	
N3.HOG0004492	OG0003419	n0			XP_005851077.1	KAI3433936.1	
N3.HOG0004493	OG0003420	n0			XP_005850772.1	KAI3436387.1	
N3.HOG0004494	OG0003421	n0			XP_005842977.1	KAI3436370.1	
N3.HOG0004495	OG0003422	n0			XP_005845858.1	KAI3425297.1	
N3.HOG0004496	OG0003423	n0			XP_005845830.1	KAI3425356.1	
N3.HOG0004497	OG0003424	n0			XP_005845838.1	KAI3425340.1	
N3.HOG0004498	OG0003425	n0			XP_005845874.1	KAI3425255.1	
N3.HOG0004499	OG0003426	n0			XP_005847283.1	KAI3428595.1	
N3.HOG0004500	OG0003427	n0			XP_005845763.1	KAI3425256.1	
N3.HOG0004501	OG0003428	n0			XP_005845873.1	KAI3425257.1	
N3.HOG0004502	OG0003429	n0			XP_005845760.1	KAI3425263.1	
N3.HOG0004503	OG0003430	n0			XP_005845871.1	KAI3425264.1	
N3.HOG0004504	OG0003431	n0			XP_005845751.1	KAI3425287.1	
N3.HOG0004505	OG0003432	n0			XP_005845775.1	KAI3425228.1	
N3.HOG0004506	OG0003433	n0			XP_005845831.1	KAI3425352.1	
N3.HOG0004507	OG0003434	n0			XP_005845897.1	KAI3425224.1	
N3.HOG0004508	OG0003435	n0			XP_005845894.1	KAI3425219.1	
N3.HOG0004509	OG0003436	n0			XP_005845889.1	KAI3425229.1	
N3.HOG0004510	OG0003437	n0			XP_005845892.1	KAI3425213.1	
N3.HOG0004511	OG0003438	n0			XP_005845898.1	KAI3425206.1	
N3.HOG0004512	OG0003439	n0				KAI3425204.1	
N3.HOG0004513	OG0003440	n0			XP_005845784.1	KAI3425205.1	
N3.HOG0004514	OG0003441	n0			XP_005845778.1	KAI3425215.1	
N3.HOG0004515	OG0003442	n0			XP_005845886.1	KAI3425236.1	
N3.HOG0004516	OG0003443	n0			XP_005845766.1	KAI3425248.1	
N3.HOG0004517	OG0003444	n0			XP_005845872.1	KAI3425258.1	
N3.HOG0004518	OG0003445	n0			XP_005845880.1	KAI3425245.1	
N3.HOG0004519	OG0003446	n0			XP_005851678.1	KAI3429282.1	
N3.HOG0004520	OG0003447	n0			XP_005852007.1	KAI3429281.1	
N3.HOG0004521	OG0003448	n0			XP_005851677.1	KAI3429280.1	
N3.HOG0004522	OG0003449	n0			XP_005852006.1	KAI3429279.1	
N3.HOG0004523	OG0003450	n0			XP_005852009.1	KAI3429285.1	
N3.HOG0004524	OG0003451	n0			XP_005851680.1	KAI3429284.1	
N3.HOG0004525	OG0003452	n0			XP_005851684.1	KAI3429297.1	
N3.HOG0004526	OG0003453	n0			XP_005852022.1	KAI3429313.1	
N3.HOG0004527	OG0003454	n0			XP_005851692.1	KAI3429314.1	
N3.HOG0004528	OG0003455	n0			XP_005851665.1	KAI3429242.1	
N3.HOG0004529	OG0003456	n0			XP_005851985.1	KAI3429241.1	
N3.HOG0004530	OG0003457	n0			XP_005846523.1	KAI3435707.1	
N3.HOG0004531	OG0003458	n0				KAI3438080.1	
N3.HOG0004532	OG0003459	n0			XP_005852082.1	KAI3429420.1	
N3.HOG0004533	OG0003460	n0			XP_005852026.1	KAI3429319.1	
N3.HOG0004534	OG0003461	n0			XP_005851695.1	KAI3429321.1	
N3.HOG0004535	OG0003462	n0			XP_005851667.1	KAI3429249.1	
N3.HOG0004536	OG0003463	n0			XP_005851987.1	KAI3429248.1	
N3.HOG0004537	OG0003464	n0			XP_005851666.1	KAI3429247.1	
N3.HOG0004538	OG0003465	n0			XP_005851675.1	KAI3429275.1	
N3.HOG0004539	OG0003466	n0			XP_005852002.1	KAI3429274.1	
N3.HOG0004540	OG0003467	n0			XP_005851997.1	KAI3429266.1	
N3.HOG0004541	OG0003468	n0			XP_005851674.1	KAI3429267.1	
N3.HOG0004542	OG0003469	n0			XP_005852070.1	KAI3429397.1	
N3.HOG0004543	OG0003470	n0			XP_005851729.1	KAI3429398.1	
N3.HOG0004544	OG0003471	n0			XP_005851747.1	KAI3429438.1	
N3.HOG0004545	OG0003472	n0			XP_005843199.1	KAI3427427.1	
N3.HOG0004546	OG0003473	n0			XP_005843277.1	KAI3431838.1	
N3.HOG0004547	OG0003474	n0			XP_005851754.1	KAI3429449.1	
N3.HOG0004548	OG0003475	n0			XP_005851753.1	KAI3429446.1, KAI3429447.1	
N3.HOG0004549	OG0003476	n0			XP_005851750.1	KAI3429442.1	
N3.HOG0004550	OG0003477	n0			XP_005851768.1	KAI3429480.1	
N3.HOG0004551	OG0003478	n0			XP_005852105.1	KAI3429478.1	
N3.HOG0004552	OG0003479	n0			XP_005852095.1	KAI3429459.1	
N3.HOG0004553	OG0003480	n0			XP_005851763.1	KAI3429460.1	
N3.HOG0004554	OG0003481	n0			XP_005852322.1	KAI3423919.1	
N3.HOG0004555	OG0003482	n1			XP_005850641.1		
N3.HOG0004556	OG0003482	n2			XP_005848893.1	KAI3429566.1	
N3.HOG0004557	OG0003483	n0			XP_005852099.1	KAI3429464.1	
N3.HOG0004558	OG0003484	n0			XP_005852097.1	KAI3429462.1	
N3.HOG0004559	OG0003485	n0			XP_005852108.1	KAI3429484.1	
N3.HOG0004560	OG0003486	n0			XP_005852116.1	KAI3429501.1	
N3.HOG0004561	OG0003487	n0			XP_005851775.1	KAI3429496.1	
N3.HOG0004562	OG0003488	n0			XP_005852114.1	KAI3429495.1	
N3.HOG0004563	OG0003489	n0			XP_005852115.1	KAI3429497.1	
N3.HOG0004564	OG0003490	n0			XP_005852118.1	KAI3429508.1	
N3.HOG0004565	OG0003491	n0			XP_005851784.1	KAI3429509.1	
N3.HOG0004566	OG0003492	n0			XP_005852060.1	KAI3429375.1	
N3.HOG0004567	OG0003493	n0			XP_005851718.1	KAI3429377.1	
N3.HOG0004568	OG0003494	n0			XP_005852059.1	KAI3429373.1	
N3.HOG0004569	OG0003495	n0			XP_005850072.1	KAI3428118.1	
N3.HOG0004570	OG0003496	n0			XP_005846947.1	KAI3438075.1	
N3.HOG0004571	OG0003497	n0			XP_005851785.1	KAI3429512.1	
N3.HOG0004572	OG0003498	n0			XP_005852144.1	KAI3429555.1	
N3.HOG0004573	OG0003499	n0			XP_005852137.1	KAI3429543.1	
N3.HOG0004574	OG0003500	n0			XP_005851810.1	KAI3429552.1	
N3.HOG0004575	OG0003501	n0			XP_005851794.1	KAI3429530.1	
N3.HOG0004576	OG0003502	n0			XP_005852142.1	KAI3429550.1	
N3.HOG0004577	OG0003503	n0			XP_005851787.1	KAI3429521.1	
N3.HOG0004578	OG0003504	n0			XP_005852124.1	KAI3429519.1	
N3.HOG0004579	OG0003505	n0			XP_005846072.1	KAI3431254.1	
N3.HOG0004580	OG0003506	n0			XP_005846863.1	KAI3438277.1	
N3.HOG0004581	OG0003507	n0			XP_005852050.1	KAI3429361.1	
N3.HOG0004582	OG0003508	n0			XP_005847243.1	KAI3428704.1	
N3.HOG0004583	OG0003509	n0			XP_005851710.1	KAI3429358.1	
N3.HOG0004584	OG0003510	n0			XP_005851704.1	KAI3429346.1	
N3.HOG0004585	OG0003511	n0			XP_005852042.1	KAI3429347.1	
N3.HOG0004586	OG0003512	n0			XP_005852034.1	KAI3429337.1	
N3.HOG0004587	OG0003513	n0			XP_005851703.1	KAI3429342.1	
N3.HOG0004588	OG0003514	n0			XP_005852037.1	KAI3429341.1	
N3.HOG0004589	OG0003515	n0			XP_005850455.1	KAI3428840.1	
N3.HOG0004590	OG0003516	n0			XP_005847342.1	KAI3428448.1	
N3.HOG0004591	OG0003517	n0			XP_005852033.1	KAI3429336.1	
N3.HOG0004592	OG0003518	n0			XP_005851660.1	KAI3429230.1	
N3.HOG0004593	OG0003519	n0			XP_005851688.1	KAI3429308.1	
N3.HOG0004594	OG0003520	n0			XP_005852018.1	KAI3429307.1	
N3.HOG0004595	OG0003521	n0			XP_005851659.1	KAI3429227.1	
N3.HOG0004596	OG0003522	n0			XP_005851976.1	KAI3429225.1	
N3.HOG0004597	OG0003523	n0			XP_005847236.1	KAI3428726.1	
N3.HOG0004598	OG0003524	n0			XP_005843237.1	KAI3431818.1	
N3.HOG0004599	OG0003525	n0			XP_005851998.1	KAI3429268.1	
N3.HOG0004600	OG0003526	n0			XP_005851671.1	KAI3429259.1	
N3.HOG0004601	OG0003527	n0			XP_005851993.1	KAI3429258.1	
N3.HOG0004602	OG0003528	n0			XP_005852088.1	KAI3429435.1	
N3.HOG0004603	OG0003529	n0			XP_005852076.1	KAI3429409.1	
N3.HOG0004604	OG0003530	n0			XP_005852183.1	KAI3429574.1	
N3.HOG0004605	OG0003531	n0			XP_005852179.1	KAI3429583.1	
N3.HOG0004606	OG0003532	n0			XP_005851732.1	KAI3429404.1	
N3.HOG0004607	OG0003533	n0			XP_005851727.1	KAI3429391.1	
N3.HOG0004608	OG0003534	n0			XP_005851725.1	KAI3429388.1	
N3.HOG0004609	OG0003535	n0			XP_005852064.1	KAI3429386.1	
N3.HOG0004610	OG0003536	n0			XP_005852087.1	KAI3429431.1	
N3.HOG0004611	OG0003537	n0			XP_005846446.1	KAI3435887.1	
N3.HOG0004612	OG0003538	n0			XP_005842956.1		
N3.HOG0004613	OG0003539	n0			XP_005851741.1	KAI3429427.1	
N3.HOG0004614	OG0003540	n0			XP_005846351.1	KAI3435708.1	
N3.HOG0004615	OG0003541	n0			XP_005852084.1	KAI3429426.1	
N3.HOG0004616	OG0003542	n0			XP_005851851.1	KAI3429586.1	
N3.HOG0004617	OG0003543	n0			XP_005843815.1	KAI3438978.1	
N3.HOG0004618	OG0003544	n0			XP_005852069.1	KAI3429396.1	
N3.HOG0004619	OG0003545	n0			XP_005845068.1	KAI3439047.1	
N3.HOG0004620	OG0003546	n0			XP_005852245.1	KAI3429783.1	
N3.HOG0004621	OG0003547	n0			XP_005852234.1	KAI3429756.1	
N3.HOG0004622	OG0003548	n0			XP_005851913.1	KAI3429775.1	
N3.HOG0004623	OG0003549	n0			XP_005851918.1	KAI3429782.1	
N3.HOG0004624	OG0003550	n0			XP_005847378.1	KAI3428728.1	
N3.HOG0004625	OG0003551	n0			XP_005852078.1	KAI3429414.1	
N3.HOG0004626	OG0003552	n0			XP_005851737.1	KAI3429417.1	
N3.HOG0004627	OG0003553	n0			XP_005851735.1	KAI3429412.1	
N3.HOG0004628	OG0003554	n0			XP_005852075.1	KAI3429406.1	
N3.HOG0004629	OG0003555	n0			XP_005851733.1	KAI3429407.1	
N3.HOG0004630	OG0003556	n0			XP_005844294.1	KAI3432383.1	
N3.HOG0004631	OG0003557	n0			XP_005844298.1	KAI3432388.1	
N3.HOG0004632	OG0003558	n0			XP_005842586.1	KAI3424152.1	
N3.HOG0004633	OG0003559	n0			XP_005852123.1	KAI3429518.1	
N3.HOG0004634	OG0003560	n0			XP_005844444.1	KAI3432414.1	
N3.HOG0004635	OG0003561	n0			XP_005844428.1	KAI3432876.1	
N3.HOG0004636	OG0003562	n0			XP_005844530.1		
N3.HOG0004637	OG0003563	n0			XP_005844343.1	KAI3432872.1	
N3.HOG0004638	OG0003564	n0			XP_005845098.1	KAI3424858.1	
N3.HOG0004639	OG0003565	n0			XP_005845048.1	KAI3424747.1	
N3.HOG0004640	OG0003566	n0			XP_005844361.1	KAI3432411.1	
N3.HOG0004641	OG0003567	n0			XP_005851881.1	KAI3429689.1	
N3.HOG0004642	OG0003568	n0			XP_005843479.1	KAI3432767.1	
N3.HOG0004643	OG0003569	n0			XP_005843509.1	KAI3432773.1	
N3.HOG0004644	OG0003570	n0			XP_005842690.1	KAI3432778.1	
N3.HOG0004645	OG0003571	n0			XP_005844442.1	KAI3432423.1	
N3.HOG0004646	OG0003572	n0			XP_005844751.1	KAI3430757.1	
N3.HOG0004647	OG0003573	n0			XP_005843516.1	KAI3432766.1	
N3.HOG0004648	OG0003574	n0			XP_005849037.1	KAI3434994.1	
N3.HOG0004649	OG0003575	n0			XP_005847852.1	KAI3426004.1	
N3.HOG0004650	OG0003576	n0			XP_005849235.1	KAI3435001.1	
N3.HOG0004651	OG0003577	n0			XP_005849018.1	KAI3435029.1	
N3.HOG0004652	OG0003578	n0			XP_005849228.1	KAI3435026.1	
N3.HOG0004653	OG0003579	n0			XP_005849233.1	KAI3435003.1	
N3.HOG0004654	OG0003580	n0			XP_005849028.1	KAI3435015.1	
N3.HOG0004655	OG0003581	n0			XP_005849022.1	KAI3435023.1	
N3.HOG0004656	OG0003582	n0			XP_005849038.1	KAI3434991.1	
N3.HOG0004657	OG0003583	n0			XP_005845213.1	KAI3424883.1	
N3.HOG0004658	OG0003584	n0			XP_005849137.1	KAI3434785.1	
N3.HOG0004659	OG0003585	n0			XP_005845720.1	KAI3425380.1	
N3.HOG0004660	OG0003586	n0			XP_005849343.1	KAI3434778.1	
N3.HOG0004661	OG0003587	n0			XP_005849345.1	KAI3434869.1	
N3.HOG0004662	OG0003588	n0			XP_005849340.1	KAI3434789.1	
N3.HOG0004663	OG0003589	n0			XP_005849136.1	KAI3434788.1	
N3.HOG0004664	OG0003590	n0			XP_005849333.1	KAI3434799.1	
N3.HOG0004665	OG0003591	n0			XP_005849334.1	KAI3434797.1	
N3.HOG0004666	OG0003592	n0			XP_005849337.1	KAI3434794.1	
N3.HOG0004667	OG0003593	n0			XP_005849295.1	KAI3434876.1	
N3.HOG0004668	OG0003594	n0			XP_005849285.1	KAI3434885.1	
N3.HOG0004669	OG0003595	n0			XP_005850281.1	KAI3428034.1	
N3.HOG0004670	OG0003596	n0			XP_005849296.1	KAI3434875.1	
N3.HOG0004671	OG0003597	n0			XP_005846860.1	KAI3438283.1	
N3.HOG0004672	OG0003598	n0			XP_005846861.1	KAI3438281.1	
N3.HOG0004673	OG0003599	n0			XP_005849281.1	KAI3434891.1	
N3.HOG0004674	OG0003600	n0			XP_005849082.1	KAI3434890.1	
N3.HOG0004675	OG0003601	n0			XP_005848572.1	KAI3426478.1	
N3.HOG0004676	OG0003602	n0			XP_005849286.1	KAI3434883.1	
N3.HOG0004677	OG0003603	n0			XP_005845196.1	KAI3424838.1	
N3.HOG0004678	OG0003604	n0			XP_005849071.1	KAI3434905.1	
N3.HOG0004679	OG0003605	n0			XP_005849275.1	KAI3434904.1	
N3.HOG0004680	OG0003606	n0			XP_005849269.1	KAI3434924.1	
N3.HOG0004681	OG0003607	n0			XP_005849068.1	KAI3434919.1	
N3.HOG0004682	OG0003608	n0			XP_005849271.1	KAI3434921.1	
N3.HOG0004683	OG0003609	n0			XP_005849270.1	KAI3434923.1	
N3.HOG0004684	OG0003610	n0			XP_005849066.1	KAI3434922.1	
N3.HOG0004685	OG0003611	n0			XP_005849308.1	KAI3434853.1	
N3.HOG0004686	OG0003612	n0			XP_005849273.1	KAI3434916.1	
N3.HOG0004687	OG0003613	n0			XP_005848694.1	KAI3427065.1	
N3.HOG0004688	OG0003614	n0			XP_005849095.1	KAI3434860.1	
N3.HOG0004689	OG0003615	n0			XP_005849116.1	KAI3434828.1	
N3.HOG0004690	OG0003616	n0			XP_005850206.1	KAI3428829.1	
N3.HOG0004691	OG0003617	n0			XP_005849276.1	KAI3434908.1	
N3.HOG0004692	OG0003618	n0			XP_005849073.1	KAI3434911.1	
N3.HOG0004693	OG0003619	n0			XP_005849096.1	KAI3434858.1	
N3.HOG0004694	OG0003620	n0			XP_005849327.1	KAI3434815.1	
N3.HOG0004695	OG0003621	n0			XP_005849126.1	KAI3434810.1	
N3.HOG0004696	OG0003622	n0			XP_005849065.1	KAI3434926.1	
N3.HOG0004697	OG0003623	n0			XP_005849268.1	KAI3434928.1	
N3.HOG0004698	OG0003624	n0			XP_005849265.1	KAI3434945.1	
N3.HOG0004699	OG0003625	n0			XP_005849266.1	KAI3434943.1	
N3.HOG0004700	OG0003626	n0			XP_005849267.1	KAI3434931.1	
N3.HOG0004701	OG0003627	n0			XP_005849063.1	KAI3434930.1	
N3.HOG0004702	OG0003628	n0			XP_005846723.1	KAI3423870.1	
N3.HOG0004703	OG0003629	n0			XP_005849263.1	KAI3434948.1	
N3.HOG0004704	OG0003630	n0			XP_005849059.1	KAI3434947.1	
N3.HOG0004705	OG0003631	n0			XP_005849262.1	KAI3434950.1	
N3.HOG0004706	OG0003632	n0			XP_005849057.1	KAI3434951.1	
N3.HOG0004707	OG0003633	n0			XP_005849056.1	KAI3434954.1	
N3.HOG0004708	OG0003634	n0			XP_005849192.1	KAI3434689.1	
N3.HOG0004709	OG0003635	n0			XP_005849387.1	KAI3434690.1	
N3.HOG0004710	OG0003636	n0			XP_005849193.1	KAI3434686.1	
N3.HOG0004711	OG0003637	n0			XP_005849331.1	KAI3434803.1	
N3.HOG0004712	OG0003638	n0				KAI3434817.1	
N3.HOG0004713	OG0003639	n0			XP_005849104.1	KAI3434843.1	
N3.HOG0004714	OG0003640	n0			XP_005849321.1	KAI3434832.1	
N3.HOG0004715	OG0003641	n0			XP_005849317.1	KAI3434841.1, KAI3434842.1	
N3.HOG0004716	OG0003642	n0			XP_005851270.1	KAI3433445.1	
N3.HOG0004717	OG0003643	n0			XP_005849114.1	KAI3434831.1	
N3.HOG0004718	OG0003644	n0			XP_005849113.1	KAI3434833.1	
N3.HOG0004719	OG0003645	n0			XP_005849182.1	KAI3434707.1	
N3.HOG0004720	OG0003646	n0			XP_005849185.1	KAI3434697.1	
N3.HOG0004721	OG0003647	n0			XP_005849254.1	KAI3434959.1	
N3.HOG0004722	OG0003648	n0			XP_005849111.1	KAI3434835.1	
N3.HOG0004723	OG0003649	n0			XP_005849320.1	KAI3434836.1	
N3.HOG0004724	OG0003650	n0			XP_005849371.1	KAI3434720.1	
N3.HOG0004725	OG0003651	n0			XP_005849372.1	KAI3434718.1	
N3.HOG0004726	OG0003652	n0			XP_005849176.1	KAI3434717.1	
N3.HOG0004727	OG0003653	n0			XP_005842950.1	KAI3430988.1	
N3.HOG0004728	OG0003654	n0			XP_005849200.1	KAI3434664.1	
N3.HOG0004729	OG0003655	n0			XP_005849188.1	KAI3434693.1	
N3.HOG0004730	OG0003656	n0			XP_005849386.1	KAI3434691.1	
N3.HOG0004731	OG0003657	n0			XP_005849375.1	KAI3434708.1	
N3.HOG0004732	OG0003658	n0			XP_005849397.1, XP_005849398.1	KAI3434673.1	
N3.HOG0004733	OG0003659	n0			XP_005849399.1	KAI3434671.1	
N3.HOG0004734	OG0003660	n0			XP_005849153.1	KAI3434761.1	
N3.HOG0004735	OG0003661	n0			XP_005849196.1	KAI3434679.1	
N3.HOG0004736	OG0003662	n0			XP_005849197.1	KAI3434677.1	
N3.HOG0004737	OG0003663	n0			XP_005846857.1	KAI3438289.1	
N3.HOG0004738	OG0003664	n0			XP_005849174.1	KAI3434721.1	
N3.HOG0004739	OG0003665	n0			XP_005849373.1	KAI3434716.1	
N3.HOG0004740	OG0003666	n0			XP_005849374.1	KAI3434711.1	
N3.HOG0004741	OG0003667	n0			XP_005849396.1	KAI3434674.1	
N3.HOG0004742	OG0003668	n0			XP_005849401.1	KAI3434669.1	
N3.HOG0004743	OG0003669	n0			XP_005849162.1, XP_005849161.1		
N3.HOG0004744	OG0003670	n0			XP_005849356.1	KAI3434751.1	
N3.HOG0004745	OG0003671	n0			XP_005849156.1	KAI3434752.1, KAI3434753.1	
N3.HOG0004746	OG0003672	n0			XP_005849360.1	KAI3434747.1	
N3.HOG0004747	OG0003673	n0			XP_005849252.1	KAI3434967.1	
N3.HOG0004748	OG0003674	n0			XP_005849250.1	KAI3434970.1	
N3.HOG0004749	OG0003675	n0			XP_005849249.1	KAI3434971.1	
N3.HOG0004750	OG0003676	n0			XP_005849048.1	KAI3434968.1	
N3.HOG0004751	OG0003677	n0			XP_005846629.1	KAI3425076.1	
N3.HOG0004752	OG0003678	n0			XP_005843963.1	KAI3434469.1	
N3.HOG0004753	OG0003679	n0				KAI3428276.1	
N3.HOG0004754	OG0003680	n0			XP_005847209.1	KAI3437946.1	
N3.HOG0004755	OG0003681	n0			XP_005849214.1	KAI3434626.1	
N3.HOG0004756	OG0003682	n0			XP_005849414.1	KAI3434633.1	
N3.HOG0004757	OG0003683	n0			XP_005849415.1	KAI3434632.1	
N3.HOG0004758	OG0003684	n0			XP_005849212.1	KAI3434631.1	
N3.HOG0004759	OG0003685	n0			XP_005849411.1	KAI3434650.1	
N3.HOG0004760	OG0003686	n0			XP_005849410.1	KAI3434652.1	
N3.HOG0004761	OG0003687	n0			XP_005849205.1	KAI3434651.1	
N3.HOG0004762	OG0003688	n0			XP_005849433.1	KAI3434599.1	
N3.HOG0004763	OG0003689	n0			XP_005843446.1	KAI3439136.1	
N3.HOG0004764	OG0003690	n0			XP_005848691.1	KAI3427068.1	
N3.HOG0004765	OG0003691	n0			XP_005849430.1	KAI3434604.1	
N3.HOG0004766	OG0003692	n0			XP_005849429.1	KAI3434608.1	
N3.HOG0004767	OG0003693	n0			XP_005843929.1	KAI3434566.1	
N3.HOG0004768	OG0003694	n0			XP_005843851.1	KAI3434567.1	
N3.HOG0004769	OG0003695	n0			XP_005843928.1	KAI3434506.1	
N3.HOG0004770	OG0003696	n0			XP_005851940.1	KAI3429822.1	
N3.HOG0004771	OG0003697	n0			XP_005852259.1	KAI3429828.1	
N3.HOG0004772	OG0003698	n0			XP_005851921.1	KAI3429788.1	
N3.HOG0004773	OG0003699	n0			XP_005852246.1	KAI3429787.1	
N3.HOG0004774	OG0003700	n0			XP_005851943.1	KAI3429829.1	
N3.HOG0004775	OG0003701	n0			XP_005851964.1	KAI3429870.1	
N3.HOG0004776	OG0003702	n0			XP_005852277.1	KAI3429869.1	
N3.HOG0004777	OG0003703	n0			XP_005852252.1	KAI3429799.1	
N3.HOG0004778	OG0003704	n0			XP_005851930.1	KAI3429800.1	
N3.HOG0004779	OG0003705	n0			XP_005852251.1	KAI3429797.1	
N3.HOG0004780	OG0003706	n0			XP_005852269.1	KAI3429865.1	
N3.HOG0004781	OG0003707	n0			XP_005852261.1	KAI3429843.1	
N3.HOG0004782	OG0003708	n0			XP_005852263.1	KAI3429849.1	
N3.HOG0004783	OG0003709	n0			XP_005851938.1	KAI3429818.1	
N3.HOG0004784	OG0003710	n0			XP_005844804.1	KAI3430865.1	
N3.HOG0004785	OG0003711	n0			XP_005852253.1	KAI3429801.1	
N3.HOG0004786	OG0003712	n0			XP_005851931.1	KAI3429802.1	
N3.HOG0004787	OG0003713	n0			XP_005844172.1	KAI3432226.1	
N3.HOG0004788	OG0003714	n0			XP_005851968.1	KAI3429890.1	
N3.HOG0004789	OG0003715	n0			XP_005852238.1	KAI3429765.1	
N3.HOG0004790	OG0003716	n0			XP_005851941.1	KAI3429824.1	
N3.HOG0004791	OG0003717	n0			XP_005851951.1	KAI3429836.1	
N3.HOG0004792	OG0003718	n0			XP_005852260.1	KAI3429835.1	
N3.HOG0004793	OG0003719	n0			XP_005852158.1	KAI3429630.1	
N3.HOG0004794	OG0003720	n0			XP_005852186.1	KAI3429638.1	
N3.HOG0004795	OG0003721	n0			XP_005851876.1	KAI3429680.1	
N3.HOG0004796	OG0003722	n0			XP_005852166.1	KAI3429606.1, KAI3429605.1	
N3.HOG0004797	OG0003723	n0			XP_005852168.1	KAI3429600.1	
N3.HOG0004798	OG0003724	n0			XP_005852161.1	KAI3429619.1	
N3.HOG0004799	OG0003725	n0			XP_005851834.1	KAI3429615.1	
N3.HOG0004800	OG0003726	n0			XP_005851836.1	KAI3429613.1	
N3.HOG0004801	OG0003727	n0			XP_005851867.1	KAI3429657.1	
N3.HOG0004802	OG0003728	n0			XP_005852205.1	KAI3429662.1	
N3.HOG0004803	OG0003729	n0				KAI3429668.1	
N3.HOG0004804	OG0003730	n0			XP_005851872.1	KAI3429669.1	
N3.HOG0004805	OG0003731	n0			XP_005851884.1	KAI3429699.1	
N3.HOG0004806	OG0003732	n0			XP_005852200.1	KAI3429658.1	
N3.HOG0004807	OG0003733	n0			XP_005851895.1	KAI3429721.1	
N3.HOG0004808	OG0003734	n0			XP_005852226.1	KAI3429726.1, KAI3429727.1	
N3.HOG0004809	OG0003735	n0			XP_005851893.1	KAI3429724.1	
N3.HOG0004810	OG0003736	n0			XP_005852228.1	KAI3429723.1	
N3.HOG0004811	OG0003737	n0			XP_005851821.1	KAI3429570.1	
N3.HOG0004812	OG0003738	n0			XP_005852224.1	KAI3429713.1	
N3.HOG0004813	OG0003739	n0			XP_005851869.1	KAI3429660.1	
N3.HOG0004814	OG0003740	n0			XP_005851874.1	KAI3429675.1	
N3.HOG0004815	OG0003741	n0			XP_005852221.1	KAI3429705.1	
N3.HOG0004816	OG0003742	n0			XP_005852219.1	KAI3429702.1	
N3.HOG0004817	OG0003743	n0			XP_005851899.1	KAI3429735.1	
N3.HOG0004818	OG0003744	n0			XP_005852231.1	KAI3429736.1	
N3.HOG0004819	OG0003745	n0			XP_005851887.1	KAI3429707.1	
N3.HOG0004820	OG0003746	n0			XP_005851902.1	KAI3429741.1	
N3.HOG0004821	OG0003747	n0			XP_005852233.1	KAI3429740.1	
N3.HOG0004822	OG0003748	n0			XP_005842718.1	KAI3429730.1	
N3.HOG0004823	OG0003749	n0			XP_005843525.1	KAI3432690.1	
N3.HOG0004824	OG0003750	n0			XP_005852230.1	KAI3429738.1	
N3.HOG0004825	OG0003751	n0			XP_005851818.1	KAI3429565.1	
N3.HOG0004826	OG0003752	n0			XP_005852150.1	KAI3429564.1	
N3.HOG0004827	OG0003753	n0			XP_005852180.1	KAI3429578.1	
N3.HOG0004828	OG0003754	n0			XP_005851878.1	KAI3429683.1	
N3.HOG0004829	OG0003755	n0			XP_005851883.1	KAI3429693.1	
N3.HOG0004830	OG0003756	n0			XP_005852223.1	KAI3429711.1	
N3.HOG0004831	OG0003757	n0			XP_005848052.1	KAI3437875.1	
N3.HOG0004832	OG0003758	n0			XP_005843939.1	KAI3434492.1	
N3.HOG0004833	OG0003759	n0			XP_005843858.1	KAI3434493.1	
N3.HOG0004834	OG0003760	n0			XP_005843898.1	KAI3434466.1	
N3.HOG0004835	OG0003761	n0			XP_005843940.1	KAI3434495.1	
N3.HOG0004836	OG0003762	n0			XP_005843892.1	KAI3434559.1	
N3.HOG0004837	OG0003763	n0			XP_005845688.1	KAI3424057.1	
N3.HOG0004838	OG0003764	n0			XP_005843681.1	KAI3424300.1	
N3.HOG0004839	OG0003765	n0			XP_005843011.1	KAI3436367.1	
N3.HOG0004840	OG0003766	n0			XP_005851485.1	KAI3433635.1	
N3.HOG0004841	OG0003767	n0			XP_005843888.1	KAI3434530.1	
N3.HOG0004842	OG0003768	n0			XP_005849704.1	KAI3438928.1	
N3.HOG0004843	OG0003769	n0			XP_005843297.1	KAI3431799.1	
N3.HOG0004844	OG0003770	n0			XP_005843941.1	KAI3434498.1	
