HOG	OG	Gene Tree Parent Clade	a99_genome_proteins	c_sorokiniana_genome_proteins	c_variabilis_genome_proteins	c_vulgaris_genome_proteins	m_conductrix_genome_proteins
N1.HOG0003902	OG0003032	n0		PRW05817.1			PSC75680.1
N1.HOG0003903	OG0003033	n0		PRW05834.1			PSC75422.1
N1.HOG0003904	OG0003034	n0		PRW56407.1			PSC72409.1
N1.HOG0003905	OG0003035	n0		PRW56601.1			PSC72523.1
N1.HOG0003906	OG0003036	n0		PRW56687.1			PSC72709.1
N1.HOG0003907	OG0003037	n0		PRW56626.1			PSC71593.1
N1.HOG0003908	OG0003038	n0		PRW56536.1			PSC72904.1
N1.HOG0003909	OG0003039	n0		PRW56629.1			PSC71665.1
N1.HOG0003910	OG0003040	n0		PRW56570.1			PSC71587.1
N1.HOG0003911	OG0003041	n0		PRW56727.1			PSC71638.1
N1.HOG0003912	OG0003042	n0		PRW56502.1			PSC71633.1
N1.HOG0003913	OG0003043	n0		PRW56886.1			PSC71553.1
N1.HOG0003914	OG0003044	n0		PRW56619.1			PSC71466.1
N1.HOG0003915	OG0003045	n0		PRW56841.1			PSC71546.1
N1.HOG0003916	OG0003046	n0		PRW56404.1			PSC72914.1
N1.HOG0003917	OG0003047	n0		PRW56833.1			PSC72667.1
N1.HOG0003918	OG0003048	n0		PRW56519.1			PSC72797.1
N1.HOG0003919	OG0003049	n0		PRW56556.1			PSC72898.1
N1.HOG0003920	OG0003050	n0		PRW56676.1			PSC72831.1
N1.HOG0003921	OG0003051	n0		PRW56515.1			PSC72793.1
N1.HOG0003922	OG0003052	n0		PRW56786.1			PSC71522.1
N1.HOG0003923	OG0003053	n0		PRW56652.1			PSC71478.1
N1.HOG0003924	OG0003054	n0		PRW56889.1			PSC71517.1
N1.HOG0003925	OG0003055	n0		PRW56790.1			PSC71452.1
N1.HOG0003926	OG0003056	n0		PRW56396.1			PSC72790.1
N1.HOG0003927	OG0003057	n0		PRW56588.1			PSC72778.1
N1.HOG0003928	OG0003058	n0		PRW44465.1			PSC75631.1
N1.HOG0003929	OG0003059	n0		PRW56726.1			PSC71512.1
N1.HOG0003930	OG0003060	n0		PRW56504.1			PSC72499.1
N1.HOG0003931	OG0003061	n0		PRW61261.1			PSC73276.1
N1.HOG0003932	OG0003062	n0		PRW56414.1			PSC72444.1
N1.HOG0003933	OG0003063	n0		PRW56661.1			PSC72421.1
N1.HOG0003934	OG0003064	n0		PRW56494.1			PSC72564.1
N1.HOG0003935	OG0003065	n0		PRW56874.1			PSC72493.1
N1.HOG0003936	OG0003066	n0		PRW56830.1			PSC72504.1
N1.HOG0003937	OG0003067	n0		PRW57305.1			PSC72293.1
N1.HOG0003938	OG0003068	n0		PRW57415.1			PSC72106.1
N1.HOG0003939	OG0003069	n0		PRW57253.1			PSC72278.1
N1.HOG0003940	OG0003070	n0		PRW60557.1			PSC68442.1
N1.HOG0003941	OG0003071	n0		PRW57289.1			PSC72261.1
N1.HOG0003942	OG0003072	n0		PRW57265.1			PSC72264.1
N1.HOG0003943	OG0003073	n0		PRW57521.1			PSC72163.1
N1.HOG0003944	OG0003074	n0		PRW57278.1			PSC72299.1
N1.HOG0003945	OG0003075	n0		PRW57156.1			PSC72286.1
N1.HOG0003946	OG0003076	n0		PRW57117.1			PSC72220.1
N1.HOG0003947	OG0003077	n0		PRW57059.1			PSC72242.1
N1.HOG0003948	OG0003078	n0		PRW57199.1			PSC72164.1
N1.HOG0003949	OG0003079	n0		PRW57537.1			PSC72213.1
N1.HOG0003950	OG0003080	n0		PRW56899.1			PSC72178.1
N1.HOG0003951	OG0003081	n0		PRW57023.1			PSC72057.1
N1.HOG0003952	OG0003082	n0		PRW56987.1			PSC72139.1
N1.HOG0003953	OG0003083	n0		PRW56901.1			PSC72118.1
N1.HOG0003954	OG0003084	n0		PRW57123.1			PSC72302.1
N1.HOG0003955	OG0003085	n0		PRW57365.1			PSC72238.1
N1.HOG0003956	OG0003086	n0		PRW56967.1			PSC72300.1
N1.HOG0003957	OG0003087	n0		PRW56962.1			PSC72276.1
N1.HOG0003958	OG0003088	n0		PRW57443.1			PSC72309.1
N1.HOG0003959	OG0003089	n0		PRW57076.1			PSC72172.1
N1.HOG0003960	OG0003090	n0		PRW57259.1			PSC72091.1, PSC72092.1
N1.HOG0003961	OG0003091	n0		PRW57261.1			PSC72274.1, PSC72275.1
N1.HOG0003962	OG0003092	n0		PRW57420.1			PSC72235.1
N1.HOG0003963	OG0003093	n0		PRW57366.1			PSC72240.1
N1.HOG0003964	OG0003094	n0		PRW57475.1			PSC72204.1
N1.HOG0003965	OG0003095	n0		PRW57042.1			PSC72231.1
N1.HOG0003966	OG0003096	n0		PRW57233.1			PSC71160.1
N1.HOG0003967	OG0003097	n0		PRW57149.1			PSC71049.1
N1.HOG0003968	OG0003098	n0		PRW57290.1			PSC71069.1
N1.HOG0003969	OG0003099	n0		PRW56943.1			PSC72097.1
N1.HOG0003970	OG0003100	n0		PRW57351.1			PSC72194.1
N1.HOG0003971	OG0003101	n0		PRW57040.1			PSC72085.1
N1.HOG0003972	OG0003102	n0		PRW57502.1			PSC72228.1
N1.HOG0003973	OG0003103	n0		PRW56903.1			PSC72237.1
N1.HOG0003974	OG0003104	n0		PRW57493.1			PSC72291.1
N1.HOG0003975	OG0003105	n0		PRW57497.1			PSC72155.1
N1.HOG0003976	OG0003106	n0		PRW57178.1			PSC72062.1
N1.HOG0003977	OG0003107	n0		PRW57409.1			PSC72253.1
N1.HOG0003978	OG0003108	n0		PRW57352.1			PSC72094.1
N1.HOG0003979	OG0003109	n0		PRW56996.1			PSC72070.1
N1.HOG0003980	OG0003110	n0		PRW57229.1			PSC72064.1
N1.HOG0003981	OG0003111	n0		PRW57369.1			PSC72219.1
N1.HOG0003982	OG0003112	n0		PRW57168.1			PSC72144.1
N1.HOG0003983	OG0003113	n0		PRW57513.1			PSC72065.1
N1.HOG0003984	OG0003114	n0		PRW57283.1			PSC72211.1
N1.HOG0003985	OG0003115	n0		PRW57370.1			
N1.HOG0003986	OG0003116	n0		PRW32972.1, PRW32971.1			
N1.HOG0003987	OG0003117	n0		PRW45575.1			PSC73685.1
N1.HOG0003988	OG0003118	n0					PSC68648.1
N1.HOG0003989	OG0003119	n0		PRW45653.1			PSC68189.1
N1.HOG0003990	OG0003120	n0		PRW45409.1			PSC67326.1
N1.HOG0003991	OG0003121	n0		PRW33311.1			PSC69251.1
N1.HOG0003992	OG0003122	n0		PRW45570.1			PSC67324.1
N1.HOG0003993	OG0003123	n0		PRW45521.1			PSC67330.1
N1.HOG0003994	OG0003124	n0		PRW45560.1			PSC68611.1
N1.HOG0003995	OG0003125	n0		PRW45412.1			PSC68636.1
N1.HOG0003996	OG0003126	n0		PRW61436.1			PSC73465.1
N1.HOG0003997	OG0003127	n0		PRW45588.1			PSC68593.1
N1.HOG0003998	OG0003128	n0		PRW45419.1			PSC68651.1
N1.HOG0003999	OG0003129	n0		PRW45428.1			PSC68592.1
N1.HOG0004000	OG0003130	n0		PRW56896.1			PSC72239.1
N1.HOG0004001	OG0003131	n0		PRW45717.1			PSC68607.1
N1.HOG0004002	OG0003132	n0		PRW45733.1			PSC68565.1
N1.HOG0004003	OG0003133	n0		PRW45544.1			PSC68633.1
N1.HOG0004004	OG0003134	n0		PRW57202.1			PSC72241.1
N1.HOG0004005	OG0003135	n0		PRW59063.1			PSC75279.1
N1.HOG0004006	OG0003136	n0		PRW32478.1, PRW61335.1			
N1.HOG0004007	OG0003137	n0		PRW58901.1			PSC76053.1
N1.HOG0004008	OG0003138	n0		PRW60710.1			
N1.HOG0004009	OG0003139	n0		PRW45557.1			PSC68932.1
N1.HOG0004010	OG0003140	n0		PRW45401.1			PSC68940.1
N1.HOG0004011	OG0003141	n0		PRW45695.1			PSC68981.1
N1.HOG0004012	OG0003142	n0		PRW45646.1			PSC68966.1
N1.HOG0004013	OG0003143	n0		PRW60993.1			PSC73327.1
N1.HOG0004014	OG0003144	n0		PRW45380.1			PSC68215.1
N1.HOG0004015	OG0003145	n0		PRW57263.1			PSC72131.1
N1.HOG0004016	OG0003146	n0		PRW32581.1			PSC75625.1
N1.HOG0004017	OG0003147	n0		PRW45462.1			PSC68227.1
N1.HOG0004018	OG0003148	n0		PRW45621.1			PSC68206.1
N1.HOG0004019	OG0003149	n0		PRW05765.1			PSC67612.1
N1.HOG0004020	OG0003150	n0		PRW05788.1			PSC67627.1
N1.HOG0004021	OG0003151	n0		PRW05779.1			PSC67639.1
N1.HOG0004022	OG0003152	n0		PRW05786.1			PSC67613.1
N1.HOG0004023	OG0003153	n0		PRW05764.1			PSC67617.1
N1.HOG0004024	OG0003154	n0		PRW05766.1			PSC67635.1
N1.HOG0004025	OG0003155	n0		PRW39074.1			PSC71943.1
N1.HOG0004026	OG0003156	n0		PRW39298.1			PSC71930.1
N1.HOG0004027	OG0003157	n0		PRW39109.1			PSC72029.1
N1.HOG0004028	OG0003158	n0		PRW39344.1			PSC72040.1
N1.HOG0004029	OG0003159	n0		PRW39256.1			PSC71851.1
N1.HOG0004030	OG0003160	n0		PRW39241.1			PSC72039.1
N1.HOG0004031	OG0003161	n0		PRW39184.1			PSC71863.1
N1.HOG0004032	OG0003162	n0		PRW39185.1			PSC71886.1
N1.HOG0004033	OG0003163	n0		PRW39220.1			PSC71911.1
N1.HOG0004034	OG0003164	n0		PRW39127.1			PSC67857.1
N1.HOG0004035	OG0003165	n0		PRW39237.1			PSC71906.1, PSC71907.1
N1.HOG0004036	OG0003166	n0		PRW05797.1			PSC67625.1
N1.HOG0004037	OG0003167	n0		PRW05808.1			PSC67616.1
N1.HOG0004038	OG0003168	n0		PRW44615.1			PSC75728.1
N1.HOG0004039	OG0003169	n0		PRW57061.1			PSC71056.1
N1.HOG0004040	OG0003170	n0		PRW05754.1			PSC69226.1
N1.HOG0004041	OG0003171	n0		PRW05768.1			PSC67622.1
N1.HOG0004042	OG0003172	n0		PRW39355.1			PSC71985.1
N1.HOG0004043	OG0003173	n0		PRW05767.1			PSC67611.1
N1.HOG0004044	OG0003174	n0		PRW45719.1			PSC73666.1
N1.HOG0004045	OG0003175	n0		PRW05776.1			PSC71979.1
N1.HOG0004046	OG0003176	n0		PRW56711.1			PSC69818.1
N1.HOG0004047	OG0003177	n0		PRW45627.1			PSC68237.1
N1.HOG0004048	OG0003179	n0		PRW05782.1			PSC72033.1
N1.HOG0004049	OG0003180	n0		PRW05784.1			PSC71941.1
N1.HOG0004050	OG0003181	n0		PRW56802.1, PRW56801.1, PRW56688.1			
N1.HOG0004051	OG0003182	n0		PRW05758.1			PSC71961.1
N1.HOG0004052	OG0003183	n0		PRW39136.1			PSC71995.1
N1.HOG0004053	OG0003184	n0		PRW39342.1			PSC71876.1
N1.HOG0004054	OG0003185	n0		PRW39293.1			PSC71925.1
N1.HOG0004055	OG0003186	n0		PRW39238.1			PSC72006.1
N1.HOG0004056	OG0003187	n0		PRW39176.1			PSC71853.1
N1.HOG0004057	OG0003188	n0		PRW33537.1			PSC72311.1
N1.HOG0004058	OG0003189	n0		PRW39235.1			PSC71862.1
N1.HOG0004059	OG0003190	n0		PRW39323.1			PSC72021.1
N1.HOG0004060	OG0003191	n0		PRW39212.1			PSC71969.1
N1.HOG0004061	OG0003192	n0		PRW39153.1			PSC71996.1
N1.HOG0004062	OG0003193	n0		PRW39373.1			PSC71999.1
N1.HOG0004063	OG0003194	n0		PRW39218.1			PSC71924.1
N1.HOG0004064	OG0003195	n0		PRW39325.1			PSC72026.1
N1.HOG0004065	OG0003196	n0		PRW39239.1			PSC71978.1
N1.HOG0004066	OG0003197	n0		PRW39174.1			PSC72004.1
N1.HOG0004067	OG0003198	n0		PRW60909.1			PSC73489.1
N1.HOG0004068	OG0003199	n0		PRW39372.1			PSC71974.1
N1.HOG0004069	OG0003200	n0		PRW39058.1			PSC71879.1
N1.HOG0004070	OG0003201	n0		PRW39156.1			PSC72022.1
N1.HOG0004071	OG0003202	n0		PRW39273.1			PSC72028.1
N1.HOG0004072	OG0003203	n0		PRW39320.1			PSC72019.1
N1.HOG0004073	OG0003204	n0		PRW39175.1			PSC71971.1
N1.HOG0004074	OG0003205	n0		PRW39102.1			PSC71955.1
N1.HOG0004075	OG0003206	n0		PRW57272.1			PSC72177.1
N1.HOG0004076	OG0003207	n0		PRW39233.1			PSC71949.1
N1.HOG0004077	OG0003208	n0					PSC71905.1
N1.HOG0004078	OG0003209	n0		PRW39159.1			PSC71923.1
N1.HOG0004079	OG0003210	n0		PRW60773.1			PSC74055.1
N1.HOG0004080	OG0003211	n0		PRW39096.1			PSC71957.1
N1.HOG0004081	OG0003212	n0		PRW39080.1			PSC72025.1
N1.HOG0004082	OG0003213	n0		PRW39244.1			PSC71901.1
N1.HOG0004083	OG0003214	n0		PRW39116.1			PSC72041.1
N1.HOG0004084	OG0003215	n0		PRW39253.1			PSC71945.1
N1.HOG0004085	OG0003216	n0		PRW39140.1, PRW60737.1			PSC67592.1
N1.HOG0004086	OG0003217	n0		PRW39066.1, PRW39065.1			
N1.HOG0004087	OG0003218	n0		PRW20728.1			PSC67481.1
N1.HOG0004088	OG0003219	n0		PRW39267.1			PSC67669.1
N1.HOG0004089	OG0003220	n0		PRW39206.1			PSC67665.1, PSC67664.1
N1.HOG0004090	OG0003221	n0		PRW39352.1			PSC67642.1
N1.HOG0004091	OG0003222	n0		PRW39165.1			PSC67878.1
N1.HOG0004092	OG0003223	n0		PRW39057.1			PSC67663.1
N1.HOG0004093	OG0003224	n0		PRW39221.1			PSC67852.1
N1.HOG0004094	OG0003225	n0		PRW39138.1			PSC67831.1
N1.HOG0004095	OG0003226	n0		PRW39326.1			PSC67836.1
N1.HOG0004096	OG0003227	n0		PRW39396.1			PSC67872.1
N1.HOG0004097	OG0003228	n0		PRW39209.1			PSC67844.1
N1.HOG0004098	OG0003229	n0		PRW39205.1			PSC67583.1
N1.HOG0004099	OG0003230	n0		PRW39124.1			PSC67853.1
N1.HOG0004100	OG0003231	n0		PRW39306.1			PSC73595.1
N1.HOG0004101	OG0003232	n0		PRW39263.1			PSC73346.1
N1.HOG0004102	OG0003233	n0		PRW39305.1			PSC67672.1
N1.HOG0004103	OG0003234	n0		PRW39382.1			PSC67686.1
N1.HOG0004104	OG0003235	n0		PRW39123.1			PSC67678.1
N1.HOG0004105	OG0003236	n0		PRW39092.1			PSC67685.1
N1.HOG0004106	OG0003237	n0		PRW57694.1			PSC73161.1
N1.HOG0004107	OG0003238	n0		PRW39130.1			PSC67646.1
N1.HOG0004108	OG0003239	n0		PRW39294.1			PSC67176.1
N1.HOG0004109	OG0003240	n0		PRW39246.1			PSC67654.1
N1.HOG0004110	OG0003241	n0		PRW39188.1			PSC67175.1
N1.HOG0004111	OG0003242	n0		PRW39309.1			PSC67648.1
N1.HOG0004112	OG0003243	n0		PRW39112.1			PSC67651.1
N1.HOG0004113	OG0003244	n0		PRW39225.1			PSC67262.1
N1.HOG0004114	OG0003245	n0		PRW39251.1			PSC67253.1
N1.HOG0004115	OG0003246	n0		PRW39378.1			PSC67263.1
N1.HOG0004116	OG0003247	n0		PRW20998.1			PSC71701.1
N1.HOG0004117	OG0003248	n0		PRW57509.1			PSC72061.1
N1.HOG0004118	OG0003249	n0		PRW61211.1			PSC70559.1
N1.HOG0004119	OG0003250	n0		PRW57383.1			PSC72248.1
N1.HOG0004120	OG0003251	n0		PRW61618.1			PSC70634.1
N1.HOG0004121	OG0003252	n0		PRW44475.1			PSC75611.1
N1.HOG0004122	OG0003253	n0		PRW60984.1			PSC74027.1
N1.HOG0004123	OG0003254	n1		PRW60073.1			
N1.HOG0004124	OG0003254	n2		PRW20342.1, PRW20341.1			
N1.HOG0004125	OG0003255	n0		PRW60963.1			PSC70510.1
N1.HOG0004126	OG0003256	n0		PRW58870.1			PSC76390.1
N1.HOG0004127	OG0003258	n0		PRW61264.1			PSC74348.1
N1.HOG0004128	OG0003259	n0		PRW61052.1			PSC74109.1
N1.HOG0004129	OG0003260	n0		PRW61414.1			PSC70621.1
N1.HOG0004130	OG0003261	n0		PRW60958.1			PSC70521.1
N1.HOG0004131	OG0003262	n0		PRW61101.1			PSC70645.1
N1.HOG0004132	OG0003263	n0		PRW61122.1			PSC70492.1
N1.HOG0004133	OG0003264	n0		PRW56659.1			PSC72426.1
N1.HOG0004134	OG0003265	n0		PRW57110.1			PSC72226.1
N1.HOG0004135	OG0003266	n0		PRW61313.1			PSC73978.1
N1.HOG0004136	OG0003267	n0		PRW61001.1			PSC74119.1
N1.HOG0004137	OG0003268	n0		PRW61011.1			PSC74042.1
N1.HOG0004138	OG0003269	n0		PRW44584.1			PSC75556.1
N1.HOG0004139	OG0003270	n0		PRW61157.1			PSC74163.1
N1.HOG0004140	OG0003271	n0		PRW61073.1			PSC70539.1
N1.HOG0004141	OG0003272	n0		PRW44368.1			PSC75398.1
N1.HOG0004142	OG0003273	n0		PRW44323.1			PSC75812.1
N1.HOG0004143	OG0003274	n0		PRW44594.1			PSC75807.1
N1.HOG0004144	OG0003275	n0		PRW44450.1			PSC75312.1
N1.HOG0004145	OG0003276	n0		PRW44423.1			PSC75822.1
N1.HOG0004146	OG0003277	n0		PRW44303.1			PSC75956.1
N1.HOG0004147	OG0003278	n0		PRW44555.1			PSC75268.1
N1.HOG0004148	OG0003279	n0		PRW44267.1			PSC75975.1
N1.HOG0004149	OG0003280	n0		PRW44545.1			PSC75988.1
N1.HOG0004150	OG0003281	n0		PRW44460.1			PSC75865.1
N1.HOG0004151	OG0003282	n0		PRW44429.1			PSC75544.1
N1.HOG0004152	OG0003283	n0		PRW05810.1			PSC75594.1
N1.HOG0004153	OG0003284	n0		PRW05831.1			PSC75607.1
N1.HOG0004154	OG0003285	n0		PRW56470.1			PSC69769.1
N1.HOG0004155	OG0003286	n0		PRW56513.1			PSC69752.1
N1.HOG0004156	OG0003287	n0		PRW56563.1			PSC69737.1
N1.HOG0004157	OG0003288	n0		PRW56656.1			PSC69727.1
N1.HOG0004158	OG0003289	n0		PRW56595.1			PSC68089.1
N1.HOG0004159	OG0003290	n0		PRW56544.1			PSC71594.1
N1.HOG0004160	OG0003291	n0		PRW56747.1			PSC71565.1
N1.HOG0004161	OG0003292	n0		PRW56441.1			PSC71547.1
N1.HOG0004162	OG0003293	n0		PRW56428.1			PSC68080.1
N1.HOG0004163	OG0003294	n0		PRW56612.1			PSC68118.1
N1.HOG0004164	OG0003295	n0		PRW56847.1			PSC68116.1
N1.HOG0004165	OG0003296	n0		PRW56410.1			PSC68085.1
N1.HOG0004166	OG0003297	n0		PRW56630.1			PSC68107.1
N1.HOG0004167	OG0003298	n0		PRW56403.1			PSC68131.1
N1.HOG0004168	OG0003299	n0		PRW56845.1			PSC69823.1
N1.HOG0004169	OG0003300	n0		PRW56657.1			PSC69739.1
N1.HOG0004170	OG0003301	n0		PRW56671.1			PSC69776.1
N1.HOG0004171	OG0003302	n0		PRW56306.1			PSC72908.1
N1.HOG0004172	OG0003303	n0		PRW56197.1			PSC72731.1
N1.HOG0004173	OG0003304	n0		PRW33760.1			PSC70289.1
N1.HOG0004174	OG0003305	n0		PRW56452.1			PSC71386.1
N1.HOG0004175	OG0003306	n0		PRW61097.1			PSC70618.1
N1.HOG0004176	OG0003307	n0		PRW56128.1			PSC72767.1
N1.HOG0004177	OG0003308	n0		PRW56204.1			PSC72619.1
N1.HOG0004178	OG0003309	n0		PRW56135.1			PSC72697.1
N1.HOG0004179	OG0003310	n0		PRW56344.1			PSC72756.1
N1.HOG0004180	OG0003311	n0		PRW55902.1			PSC71536.1
N1.HOG0004181	OG0003312	n0		PRW56178.1			PSC71543.1
N1.HOG0004182	OG0003313	n0		PRW55975.1			PSC71557.1
N1.HOG0004183	OG0003314	n0		PRW56176.1			PSC72675.1
N1.HOG0004184	OG0003315	n0		PRW56257.1			PSC72642.1
N1.HOG0004185	OG0003316	n0		PRW33510.1			
N1.HOG0004186	OG0003317	n0		PRW56129.1			PSC72761.1
N1.HOG0004187	OG0003318	n0		PRW56312.1			PSC71611.1
N1.HOG0004188	OG0003319	n0		PRW56105.1			PSC71607.1
N1.HOG0004189	OG0003320	n0		PRW56114.1			PSC71572.1
N1.HOG0004190	OG0003321	n0		PRW44624.1			PSC70885.1
N1.HOG0004191	OG0003322	n0		PRW55968.1			PSC72654.1
N1.HOG0004192	OG0003323	n0		PRW56009.1			PSC72716.1
N1.HOG0004193	OG0003324	n0		PRW56118.1			PSC72652.1
N1.HOG0004194	OG0003325	n0		PRW56252.1			PSC72783.1
N1.HOG0004195	OG0003326	n0		PRW56126.1			PSC72677.1
N1.HOG0004196	OG0003327	n0		PRW56064.1			PSC72869.1
N1.HOG0004197	OG0003328	n0		PRW56086.1			PSC72887.1
N1.HOG0004198	OG0003329	n0		PRW56172.1			PSC69028.1
N1.HOG0004199	OG0003330	n0		PRW56205.1			PSC69033.1
N1.HOG0004200	OG0003331	n0		PRW56139.1			PSC72780.1
N1.HOG0004201	OG0003332	n0		PRW57360.1			PSC72137.1
N1.HOG0004202	OG0003333	n0		PRW45470.1			PSC73932.1
N1.HOG0004203	OG0003334	n0		PRW56016.1			PSC72717.1
N1.HOG0004204	OG0003335	n0		PRW56327.1			PSC72776.1
N1.HOG0004205	OG0003336	n0		PRW56031.1			PSC72779.1
N1.HOG0004206	OG0003337	n0		PRW55953.1			PSC72699.1
N1.HOG0004207	OG0003338	n0		PRW56297.1			PSC72706.1
N1.HOG0004208	OG0003339	n0		PRW56097.1			PSC72782.1
N1.HOG0004209	OG0003340	n0		PRW56157.1			PSC72823.1
N1.HOG0004210	OG0003341	n0		PRW56115.1			PSC72602.1
N1.HOG0004211	OG0003342	n0		PRW56100.1			PSC69082.1
N1.HOG0004212	OG0003343	n0		PRW56113.1			PSC69021.1
N1.HOG0004213	OG0003344	n0		PRW55987.1			PSC69017.1
N1.HOG0004214	OG0003345	n0		PRW56309.1			PSC72722.1
N1.HOG0004215	OG0003347	n0		PRW56030.1			PSC69066.1
N1.HOG0004216	OG0003348	n0		PRW55928.1			PSC71641.1
N1.HOG0004217	OG0003349	n0		PRW56015.1			
N1.HOG0004218	OG0003350	n0		PRW55925.1			PSC71619.1
N1.HOG0004219	OG0003351	n0					PSC72890.1, PSC72889.1
N1.HOG0004220	OG0003352	n0		PRW55949.1			PSC72883.1
N1.HOG0004221	OG0003353	n0		PRW55895.1			PSC72785.1
N1.HOG0004222	OG0003354	n0		PRW56304.1			PSC72698.1
N1.HOG0004223	OG0003355	n0		PRW56036.1			PSC72777.1
N1.HOG0004224	OG0003356	n0		PRW55958.1			PSC72689.1
N1.HOG0004225	OG0003357	n0		PRW56061.1			PSC72813.1
N1.HOG0004226	OG0003358	n0		PRW56060.1			PSC72899.1
N1.HOG0004227	OG0003359	n0		PRW55930.1			PSC72877.1
N1.HOG0004228	OG0003360	n0		PRW56059.1			PSC72700.1
N1.HOG0004229	OG0003361	n0		PRW56354.1, PRW56353.1			PSC72885.1
N1.HOG0004230	OG0003362	n0		PRW56074.1			PSC72884.1
N1.HOG0004231	OG0003363	n0		PRW58126.1			PSC70674.1, PSC76505.1
N1.HOG0004232	OG0003364	n0		PRW45440.1			PSC73554.1
N1.HOG0004233	OG0003365	n0					PSC76704.1, PSC76706.1
N1.HOG0004234	OG0003366	n0		PRW55988.1			PSC69023.1
N1.HOG0004235	OG0003367	n0		PRW20518.1			PSC70221.1
N1.HOG0004236	OG0003368	n0		PRW56156.1			PSC69044.1
N1.HOG0004237	OG0003369	n0		PRW56222.1			PSC72911.1
N1.HOG0004238	OG0003370	n0		PRW55917.1			PSC72612.1
N1.HOG0004239	OG0003371	n0		PRW61468.1, PRW61467.1			PSC73292.1
N1.HOG0004240	OG0003372	n0		PRW56233.1			PSC69054.1
N1.HOG0004241	OG0003373	n0		PRW60640.1			PSC75770.1
N1.HOG0004242	OG0003374	n0		PRW56111.1			PSC69046.1
N1.HOG0004243	OG0003375	n0		PRW55982.1			PSC69083.1
N1.HOG0004244	OG0003376	n0		PRW56266.1			PSC69062.1
N1.HOG0004245	OG0003377	n0		PRW56341.1			PSC69034.1
N1.HOG0004246	OG0003378	n0		PRW56026.1			PSC68992.1
N1.HOG0004247	OG0003379	n0		PRW56285.1			PSC69071.1
N1.HOG0004248	OG0003380	n0		PRW56340.1			PSC69006.1
N1.HOG0004249	OG0003381	n0		PRW55981.1			PSC71599.1
N1.HOG0004250	OG0003382	n0		PRW55997.1			PSC71468.1
N1.HOG0004251	OG0003383	n0		PRW58875.1			PSC67921.1
N1.HOG0004252	OG0003384	n0		PRW56062.1			PSC72758.1
N1.HOG0004253	OG0003385	n0		PRW55961.1			PSC72895.1
N1.HOG0004254	OG0003386	n0		PRW05826.1			PSC75390.1
N1.HOG0004255	OG0003387	n0		PRW56333.1			PSC72862.1
N1.HOG0004256	OG0003388	n0		PRW56308.1			
N1.HOG0004257	OG0003389	n0		PRW56227.1			PSC72671.1
N1.HOG0004258	OG0003390	n0		PRW55921.1			PSC72712.1
N1.HOG0004259	OG0003391	n0		PRW44431.1			PSC75311.1
N1.HOG0004260	OG0003392	n0		PRW61000.1			PSC73362.1
N1.HOG0004261	OG0003393	n0		PRW50853.1			PSC68949.1
N1.HOG0004262	OG0003394	n0		PRW45526.1			PSC73707.1
N1.HOG0004263	OG0003395	n0		PRW18413.1			PSC76073.1
N1.HOG0004264	OG0003396	n0		PRW44434.1			PSC75597.1
N1.HOG0004265	OG0003397	n0		PRW56325.1			PSC71455.1
N1.HOG0004266	OG0003398	n0		PRW56018.1			PSC71555.1
N1.HOG0004267	OG0003399	n0		PRW55887.1			PSC71637.1
N1.HOG0004268	OG0003400	n0		PRW56101.1			PSC71621.1
N1.HOG0004269	OG0003401	n0		PRW56268.1			PSC71502.1
N1.HOG0004270	OG0003402	n0		PRW56131.1			PSC69004.1
N1.HOG0004271	OG0003403	n0		PRW56182.1			PSC71534.1
N1.HOG0004272	OG0003404	n0		PRW56167.1			PSC71656.1
N1.HOG0004273	OG0003405	n0		PRW55908.1			PSC71491.1
N1.HOG0004274	OG0003406	n0		PRW20944.1			PSC76221.1
N1.HOG0004275	OG0003407	n0		PRW56337.1			PSC75265.1, PSC69060.1, PSC69059.1
N1.HOG0004276	OG0003408	n0		PRW56020.1			PSC69032.1
N1.HOG0004277	OG0003409	n0		PRW55986.1			PSC69030.1
N1.HOG0004278	OG0003410	n0		PRW56248.1			PSC68993.1
N1.HOG0004279	OG0003411	n0		PRW56332.1			PSC69063.1
N1.HOG0004280	OG0003412	n0		PRW56223.1			PSC69016.1
N1.HOG0004281	OG0003413	n0		PRW55984.1			PSC69072.1
N1.HOG0004282	OG0003414	n0		PRW56198.1			PSC69043.1
N1.HOG0004283	OG0003415	n0		PRW56050.1			PSC69078.1
N1.HOG0004284	OG0003416	n0		PRW56269.1			PSC69031.1
N1.HOG0004285	OG0003417	n0		PRW21028.1			PSC71817.1
N1.HOG0004286	OG0003418	n0		PRW55993.1			PSC69061.1
N1.HOG0004287	OG0003419	n0		PRW58376.1			PSC68639.1
N1.HOG0004288	OG0003420	n0		PRW56130.1			PSC69011.1
N1.HOG0004289	OG0003421	n0		PRW59838.1			PSC68438.1
N1.HOG0004290	OG0003422	n0		PRW33628.1			PSC75042.1
N1.HOG0004291	OG0003423	n0		PRW33509.1			PSC74913.1
N1.HOG0004292	OG0003424	n0		PRW33573.1			PSC67371.1
N1.HOG0004293	OG0003425	n0		PRW33637.1			PSC75091.1
N1.HOG0004294	OG0003426	n0		PRW60807.1			PSC73751.1
N1.HOG0004295	OG0003427	n0		PRW33527.1			PSC75199.1
N1.HOG0004296	OG0003428	n0		PRW33550.1			PSC74869.1
N1.HOG0004297	OG0003429	n0		PRW33694.1			PSC67375.1
