Orthogroup	oneline_c_vulgaris_genome_proteins	oneline_c_sorokiniana_genome_proteins
OG0003450	KAI3435707.1	PRW59854.1
OG0003451	KAI3438080.1	PRW57424.1
OG0003452	KAI3429420.1	PRW60623.1
OG0003453	KAI3429319.1	PRW60717.1
OG0003454	KAI3429321.1	PRW60656.1
OG0003455	KAI3429249.1	PRW60362.1
OG0003456	KAI3429248.1	PRW60472.1
OG0003457	KAI3429247.1	PRW60228.1
OG0003458	KAI3429275.1	PRW60506.1
OG0003459	KAI3429274.1	PRW60415.1
OG0003460	KAI3429266.1	PRW60452.1
OG0003461	KAI3429267.1	PRW60363.1
OG0003462	KAI3429397.1	PRW60390.1
OG0003463	KAI3429398.1	PRW60674.1
OG0003464	KAI3429438.1	PRW60417.1, PRW60416.1
OG0003465	KAI3427427.1	PRW05953.1
OG0003466	KAI3431838.1	PRW60983.1
OG0003467	KAI3429449.1	PRW60230.1
OG0003468	KAI3429447.1, KAI3429446.1	PRW60418.1
OG0003469	KAI3429442.1	PRW60868.1
OG0003470	KAI3429480.1	PRW60491.1
OG0003471	KAI3429478.1	PRW60705.1
OG0003472	KAI3429459.1	PRW60645.1
OG0003473	KAI3429460.1	PRW60298.1
OG0003474	KAI3423919.1	PRW32657.1
OG0003476	KAI3429464.1	PRW60846.1
OG0003477	KAI3429462.1	PRW60435.1
OG0003478	KAI3429484.1	PRW60315.1
OG0003479	KAI3429501.1	PRW60614.1
OG0003480	KAI3429496.1	PRW60275.1
OG0003481	KAI3429495.1	PRW60726.1
OG0003482	KAI3429497.1	PRW60713.1
OG0003483	KAI3429508.1	PRW60580.1
OG0003484	KAI3429509.1	PRW60724.1
OG0003485	KAI3429375.1	PRW60349.1
OG0003487	KAI3429373.1	PRW60266.1
OG0003488	KAI3428118.1	PRW56393.1
OG0003489	KAI3438075.1	PRW57136.1
OG0003490	KAI3429512.1	PRW60564.1
OG0003491	KAI3429555.1	PRW60809.1
OG0003492	KAI3429543.1	PRW60194.1
OG0003493	KAI3429552.1	PRW60433.1
OG0003494	KAI3429530.1	PRW60279.1
OG0003495	KAI3429550.1	PRW60813.1
OG0003496	KAI3429521.1	PRW60262.1
OG0003497	KAI3429519.1	PRW60821.1
OG0003498	KAI3431254.1	PRW05785.1
OG0003499	KAI3438277.1	PRW57529.1
OG0003501	KAI3428704.1	PRW44628.1
OG0003502	KAI3429358.1	PRW60644.1
OG0003503	KAI3429346.1	PRW60657.1
OG0003504	KAI3429347.1	PRW60774.1
OG0003505	KAI3429337.1	PRW60406.1
OG0003506	KAI3429342.1	PRW60527.1
OG0003507	KAI3429341.1	PRW60269.1
OG0003508	KAI3428840.1	PRW56640.1
OG0003509	KAI3428448.1	PRW44939.1
OG0003510	KAI3429336.1	PRW60420.1
OG0003511	KAI3429230.1	PRW60533.1, PRW44625.1
OG0003512	KAI3429308.1	PRW60208.1
OG0003513	KAI3429307.1	PRW60264.1
OG0003514	KAI3429227.1	PRW60294.1
OG0003515	KAI3429225.1	PRW60369.1
OG0003516	KAI3428726.1	PRW44430.1
OG0003518	KAI3429268.1	PRW60675.1
OG0003519	KAI3429259.1	PRW60488.1
OG0003520	KAI3429258.1	PRW60318.1
OG0003521	KAI3429435.1	PRW60493.1
OG0003522	KAI3429409.1	PRW60512.1
OG0003523	KAI3429574.1	PRW60276.1
OG0003524	KAI3429583.1	PRW60676.1
OG0003525	KAI3429404.1	PRW60825.1
OG0003526	KAI3429391.1	PRW60543.1
OG0003527	KAI3429388.1	PRW60837.1
OG0003528	KAI3429386.1	PRW60636.1
OG0003530	KAI3435887.1	PRW59453.1
OG0003532	KAI3429427.1	PRW60784.1
OG0003533	KAI3435708.1	PRW59746.1
OG0003534	KAI3429426.1	PRW60819.1
OG0003535	KAI3429586.1	PRW60586.1
OG0003536	KAI3438978.1	PRW33561.1
OG0003537	KAI3429396.1	PRW60316.1
OG0003538	KAI3439047.1	PRW59254.1
OG0003539	KAI3429783.1	PRW60702.1
OG0003540	KAI3429756.1	PRW60291.1
OG0003541	KAI3429775.1	PRW60607.1
OG0003542	KAI3429782.1	PRW60254.1
OG0003543	KAI3428728.1	PRW44349.1
OG0003544	KAI3429414.1	PRW60394.1
OG0003545	KAI3429417.1	PRW60740.1
OG0003546	KAI3429412.1	PRW60322.1
OG0003547	KAI3429406.1	PRW60304.1
OG0003548	KAI3429407.1	PRW60588.1
OG0003549	KAI3432383.1	PRW61083.1
OG0003550	KAI3432388.1	PRW61310.1
OG0003551	KAI3424152.1	PRW61476.1
OG0003552	KAI3429518.1	PRW60872.1
OG0003553	KAI3432414.1	PRW61271.1
OG0003554	KAI3432876.1	PRW61547.1
OG0003556	KAI3432872.1	PRW61497.1
OG0003557	KAI3424858.1	PRW45501.1
OG0003558	KAI3424747.1	PRW61263.1
OG0003559	KAI3432411.1	PRW61207.1
OG0003560	KAI3429689.1	PRW61272.1
OG0003561	KAI3432767.1	PRW60927.1
OG0003562	KAI3432773.1	PRW61420.1
OG0003563	KAI3432778.1	PRW61028.1
OG0003564	KAI3432423.1	PRW61378.1
OG0003565	KAI3430757.1	PRW21040.1
OG0003566	KAI3432766.1	PRW60985.1
OG0003567	KAI3434994.1	PRW33965.1
OG0003568	KAI3426004.1	PRW61067.1
OG0003569	KAI3435001.1	PRW34048.1
OG0003570	KAI3435029.1	PRW33958.1
OG0003571	KAI3435026.1	PRW33809.1
OG0003572	KAI3435003.1	PRW33828.1
OG0003573	KAI3435015.1	PRW33889.1
OG0003574	KAI3435024.1	PRW34061.1
OG0003575	KAI3435023.1	PRW33970.1
OG0003576	KAI3434991.1	PRW33940.1
OG0003577	KAI3424883.1	PRW45706.1
OG0003578	KAI3434785.1	PRW57863.1
OG0003579	KAI3425380.1	PRW33540.1
OG0003580	KAI3434778.1	PRW57595.1
OG0003581	KAI3434869.1	PRW57901.1
OG0003582	KAI3434789.1	PRW57743.1
OG0003583	KAI3434788.1	PRW57799.1
OG0003584	KAI3434799.1	PRW57573.1
OG0003585	KAI3434797.1	PRW57867.1
OG0003586	KAI3434794.1	PRW57770.1
OG0003587	KAI3434876.1	PRW33944.1
OG0003588	KAI3434885.1	PRW34015.1
OG0003589	KAI3428034.1	PRW56447.1
OG0003590	KAI3434875.1	PRW33848.1
OG0003591	KAI3438283.1	PRW57062.1
OG0003592	KAI3438281.1	PRW56970.1
OG0003593	KAI3434891.1	PRW34077.1
OG0003594	KAI3434890.1	PRW34094.1
OG0003595	KAI3426478.1	PRW44869.1
OG0003596	KAI3434883.1	PRW33934.1
OG0003597	KAI3424838.1	PRW45571.1
OG0003598	KAI3434905.1	PRW33797.1
OG0003599	KAI3434904.1	PRW33937.1
OG0003600	KAI3434924.1	PRW33821.1
OG0003601	KAI3434919.1	PRW33912.1
OG0003602	KAI3434921.1	PRW34101.1
OG0003603	KAI3434923.1	PRW34052.1, PRW34051.1
OG0003604	KAI3434922.1	PRW33874.1
OG0003605	KAI3434853.1	PRW33817.1
OG0003606	KAI3434916.1	PRW33903.1
OG0003607	KAI3427065.1	PRW61507.1
OG0003608	KAI3434860.1	PRW34032.1
OG0003609	KAI3434828.1	PRW57842.1
OG0003610	KAI3428829.1	PRW05855.1
OG0003611	KAI3434908.1	PRW34044.1
OG0003612	KAI3434911.1	PRW33967.1
OG0003613	KAI3434858.1	PRW33935.1
OG0003614	KAI3434815.1	PRW57886.1
OG0003615	KAI3434810.1	PRW57910.1
OG0003616	KAI3434926.1	PRW33758.1
OG0003617	KAI3434928.1	PRW34086.1
OG0003618	KAI3434945.1	PRW33925.1
OG0003619	KAI3434943.1	PRW34078.1
OG0003620	KAI3434931.1	PRW33772.1
OG0003621	KAI3434930.1	PRW33968.1
OG0003622	KAI3423870.1	PRW32636.1
OG0003623	KAI3434948.1	PRW33781.1
OG0003624	KAI3434947.1	PRW34059.1
OG0003625	KAI3434950.1	PRW34005.1
OG0003626	KAI3434951.1	PRW33969.1
OG0003627	KAI3434724.1	PRW58016.1
OG0003628	KAI3434954.1	PRW34023.1
OG0003629	KAI3434689.1	PRW58029.1
OG0003630	KAI3434690.1	PRW57554.1
OG0003631	KAI3434686.1	PRW57767.1
OG0003632	KAI3434803.1	PRW57852.1
OG0003633	KAI3434817.1	PRW57835.1
OG0003634	KAI3434843.1	PRW57780.1
OG0003635	KAI3434832.1	PRW57876.1
OG0003637	KAI3433445.1	PRW60445.1
OG0003638	KAI3434831.1	PRW57725.1
OG0003639	KAI3434833.1	PRW58000.1
OG0003640	KAI3434707.1	PRW58007.1
OG0003641	KAI3434697.1	PRW57839.1
OG0003642	KAI3434959.1	PRW33876.1
OG0003643	KAI3434835.1	PRW57945.1
OG0003644	KAI3434836.1	PRW57894.1
OG0003645	KAI3434720.1	PRW57735.1
OG0003646	KAI3434718.1	PRW57689.1
OG0003647	KAI3434717.1	PRW57663.1
OG0003648	KAI3430988.1	PRW20209.1
OG0003649	KAI3434664.1	PRW57825.1
OG0003651	KAI3434691.1	PRW57742.1
OG0003652	KAI3434708.1	PRW57841.1
OG0003654	KAI3434671.1	PRW57772.1
OG0003655	KAI3434761.1	PRW58032.1
OG0003656	KAI3434679.1	PRW57668.1
OG0003657	KAI3434677.1	PRW57544.1
OG0003658	KAI3438289.1	PRW57458.1
OG0003659	KAI3434721.1	PRW57883.1
OG0003660	KAI3434716.1	PRW57895.1
OG0003661	KAI3434711.1	PRW57897.1
OG0003662	KAI3434674.1	PRW57927.1
OG0003663	KAI3434669.1	PRW57549.1
OG0003665	KAI3434751.1	PRW57757.1
OG0003667	KAI3434747.1	PRW57624.1
OG0003668	KAI3434967.1	PRW34031.1
OG0003669	KAI3434970.1	PRW34060.1
OG0003670	KAI3434971.1	PRW33918.1
OG0003671	KAI3434968.1	PRW34085.1
OG0003672	KAI3425076.1	PRW45506.1
OG0003673	KAI3434469.1	PRW20698.1
OG0003674	KAI3428276.1	PRW56743.1, PRW58123.1
OG0003675	KAI3437946.1	PRW57567.1
OG0003676	KAI3434626.1	PRW57969.1
OG0003677	KAI3434633.1	PRW57692.1
OG0003678	KAI3434632.1	PRW57647.1
OG0003679	KAI3434631.1	PRW57758.1
OG0003680	KAI3434650.1	PRW57699.1
OG0003681	KAI3434652.1	PRW57649.1
OG0003682	KAI3434651.1	PRW57707.1
OG0003683	KAI3434599.1	PRW57603.1
OG0003684	KAI3439136.1	PRW59232.1
OG0003685	KAI3427068.1	PRW50756.1
OG0003686	KAI3434604.1	PRW57912.1
OG0003687	KAI3434608.1	PRW58015.1
OG0003688	KAI3434566.1	PRW20746.1
OG0003689	KAI3434567.1	PRW20621.1
OG0003690	KAI3434506.1	PRW20695.1
OG0003691	KAI3429822.1	PRW60697.1
OG0003692	KAI3429828.1	PRW60855.1
OG0003693	KAI3429788.1	PRW60593.1
OG0003694	KAI3429787.1	PRW60760.1
OG0003695	KAI3429829.1	PRW60741.1
OG0003696	KAI3429870.1	PRW60422.1
OG0003697	KAI3429869.1	PRW60587.1
OG0003698	KAI3429799.1	PRW60630.1
OG0003699	KAI3429800.1	PRW60647.1
OG0003700	KAI3429797.1	PRW60867.1
OG0003701	KAI3429865.1	PRW60529.1
OG0003702	KAI3429843.1	PRW60752.1
OG0003703	KAI3429849.1	PRW60226.1
OG0003704	KAI3429818.1	PRW60577.1
OG0003705	KAI3430865.1	PRW21127.1
OG0003706	KAI3429801.1	PRW60485.1
OG0003707	KAI3429802.1	PRW60575.1
OG0003708	KAI3432226.1	PRW60933.1
OG0003709	KAI3429890.1	PRW60283.1
OG0003710	KAI3429765.1	PRW60814.1
OG0003711	KAI3429824.1	PRW60321.1
OG0003712	KAI3429836.1	PRW60335.1
OG0003713	KAI3429835.1	PRW60662.1
OG0003714	KAI3429630.1	PRW60412.1
OG0003715	KAI3429638.1	PRW60216.1
OG0003716	KAI3429680.1	PRW60758.1
OG0003717	KAI3429606.1, KAI3429605.1	PRW60585.1
OG0003718	KAI3429600.1	PRW60414.1
OG0003719	KAI3429619.1	PRW60379.1
OG0003720	KAI3429615.1	PRW60455.1
OG0003721	KAI3429613.1	PRW60615.1
OG0003722	KAI3429657.1	PRW60339.1
OG0003723	KAI3429662.1	PRW60596.1
OG0003724	KAI3429668.1	PRW60365.1
OG0003725	KAI3429669.1	PRW60277.1
OG0003726	KAI3429699.1	PRW60858.1
OG0003727	KAI3429658.1	PRW60613.1
OG0003728	KAI3429721.1	PRW60798.1
OG0003730	KAI3429724.1	PRW60775.1
OG0003731	KAI3429723.1	PRW60641.1
OG0003732	KAI3429570.1	PRW60728.1
OG0003733	KAI3429713.1	PRW60492.1
OG0003734	KAI3429660.1	PRW60199.1
OG0003735	KAI3429675.1	PRW60440.1
OG0003736	KAI3429705.1	PRW60688.1
OG0003737	KAI3429702.1	PRW60530.1
OG0003738	KAI3429735.1	PRW60195.1
OG0003739	KAI3429736.1	PRW60510.1
OG0003740	KAI3429707.1	PRW60734.1
OG0003741	KAI3429741.1	PRW60458.1
OG0003742	KAI3429740.1	PRW60476.1
OG0003743	KAI3429730.1	PRW60347.1
OG0003744	KAI3432690.1	PRW61095.1, PRW61094.1
OG0003745	KAI3429738.1	PRW60344.1
OG0003746	KAI3429565.1	PRW60747.1
OG0003747	KAI3429564.1	PRW60842.1
OG0003748	KAI3429578.1	PRW60794.1
OG0003749	KAI3429683.1	PRW60671.1
OG0003750	KAI3429693.1	PRW60721.1
OG0003751	KAI3429711.1	PRW60507.1
OG0003752	KAI3437875.1	PRW56964.1
OG0003753	KAI3434492.1	PRW20652.1
OG0003754	KAI3434493.1	PRW20627.1
OG0003755	KAI3434466.1	PRW20685.1
OG0003756	KAI3434495.1	PRW20632.1
OG0003757	KAI3434559.1	PRW20597.1
OG0003758	KAI3424057.1	PRW61018.1
OG0003759	KAI3424300.1	PRW20369.1
OG0003760	KAI3436367.1	PRW59600.1
OG0003761	KAI3433635.1	PRW58482.1
OG0003762	KAI3434530.1	PRW20713.1
OG0003763	KAI3438928.1	PRW60961.1
OG0003764	KAI3431799.1	PRW33120.1
OG0003765	KAI3434498.1	PRW20658.1
OG0003766	KAI3427269.1	PRW51045.1
OG0003767	KAI3434486.1	PRW20667.1
OG0003768	KAI3433812.1	PRW61586.1
OG0003769	KAI3424331.1	PRW20634.1
OG0003770	KAI3434377.1	PRW20602.1
OG0003771	KAI3434395.1	PRW20758.1
OG0003772	KAI3431759.1	PRW33321.1, PRW33320.1
OG0003773	KAI3434502.1	PRW20744.1
OG0003774	KAI3434454.1	PRW20674.1
OG0003775	KAI3434443.1	PRW20763.1
OG0003776	KAI3423916.1	PRW32663.1
OG0003777	KAI3438078.1	PRW57176.1
OG0003778	KAI3434433.1	PRW20757.1
OG0003779	KAI3430748.1	PRW21111.1
OG0003780	KAI3434432.1	PRW20655.1
OG0003781	KAI3430464.1	PRW33082.1
OG0003782	KAI3434535.1	PRW20637.1
OG0003783	KAI3438470.1	PRW58857.1
OG0003785	KAI3426201.1	PRW44978.1
OG0003786	KAI3424746.1	PRW45561.1
OG0003787	KAI3426441.1	PRW45089.1
OG0003788	KAI3426440.1	PRW45248.1
OG0003789	KAI3426437.1	PRW45081.1
OG0003790	KAI3426436.1	PRW44953.1, PRW44954.1
OG0003791	KAI3428676.1	PRW44507.1
OG0003792	KAI3426454.1	PRW45112.1
OG0003793	KAI3426455.1	PRW45068.1
OG0003794	KAI3426191.1	PRW44960.1
OG0003795	KAI3426192.1	PRW45019.1
OG0003796	KAI3426150.1	PRW45116.1
OG0003797	KAI3426151.1	PRW45258.1
OG0003799	KAI3426438.1	PRW45144.1
OG0003800	KAI3426157.1	PRW44982.1
OG0003802	KAI3426401.1	PRW45130.1
OG0003803	KAI3438165.1	PRW57201.1
OG0003804	KAI3430463.1	PRW32887.1
OG0003805	KAI3428680.1	PRW44264.1
OG0003806	KAI3426133.1	PRW44947.1, PRW45058.1
OG0003807	KAI3436202.1	PRW59805.1
OG0003808	KAI3426111.1	PRW44853.1
OG0003809	KAI3426398.1	PRW44877.1
OG0003810	KAI3426123.1	PRW45043.1
OG0003811	KAI3438174.1	PRW57394.1
OG0003813	KAI3426108.1	PRW44903.1
OG0003814	KAI3426138.1	PRW44966.1
OG0003815	KAI3437757.1	PRW57933.1
OG0003816	KAI3428648.1	PRW44408.1
OG0003817	KAI3426155.1	PRW45133.1
OG0003818	KAI3426154.1	PRW45154.1
OG0003819	KAI3426212.1	PRW45085.1
OG0003820	KAI3426205.1	PRW45140.1
OG0003821	KAI3426202.1	PRW44976.1
OG0003822	KAI3438076.1	PRW57483.1
OG0003823	KAI3426196.1	PRW44900.1
OG0003824	KAI3426198.1	PRW45142.1
OG0003825	KAI3426189.1	PRW44912.1
OG0003826	KAI3426461.1	PRW45131.1
OG0003827	KAI3432588.1	PRW61626.1
OG0003828	KAI3426341.1	PRW45205.1
OG0003829	KAI3426339.1	PRW45210.1
OG0003830	KAI3426360.1	PRW45157.1
OG0003831	KAI3426337.1	PRW45256.1
OG0003832	KAI3428842.1	PRW59103.1
OG0003833	KAI3426354.1	PRW45168.1
OG0003834	KAI3426357.1	PRW44958.1
OG0003835	KAI3426356.1	PRW44905.1
OG0003836	KAI3426351.1, KAI3426352.1	PRW45191.1
OG0003837	KAI3426363.1	PRW45236.1
OG0003838	KAI3426364.1	PRW44914.1
OG0003839	KAI3426343.1	PRW45259.1
OG0003840	KAI3426346.1	PRW44932.1
OG0003841	KAI3426347.1	PRW44873.1
OG0003842	KAI3426366.1	PRW44867.1
OG0003843	KAI3426365.1	PRW45211.1
OG0003844	KAI3426000.1	PRW58334.1
OG0003845	KAI3428099.1	PRW56562.1
OG0003846	KAI3426382.1	PRW44863.1
OG0003847	KAI3426397.1	PRW45088.1
OG0003848	KAI3426385.1	PRW44933.1
OG0003849	KAI3426413.1	PRW45217.1
OG0003850	KAI3426387.1	PRW45181.1
OG0003851	KAI3426996.1	PRW50915.1
OG0003852	KAI3426392.1	PRW45048.1
OG0003853	KAI3426393.1	PRW45148.1
OG0003854	KAI3426394.1	PRW44851.1
OG0003855	KAI3426379.1	PRW44893.1
OG0003856	KAI3426407.1	PRW45254.1
OG0003858	KAI3426451.1	PRW45270.1
OG0003859	KAI3426178.1	PRW44979.1
OG0003860	KAI3426179.1	PRW45196.1
OG0003861	KAI3426446.1	PRW45076.1
OG0003862	KAI3426174.1	PRW45122.1
OG0003863	KAI3426177.1	PRW45265.1
OG0003864	KAI3426176.1	PRW45066.1
OG0003865	KAI3426167.1	PRW45095.1
OG0003866	KAI3426426.1	PRW45053.1
OG0003867	KAI3426424.1	PRW44987.1
OG0003868	KAI3426416.1	PRW44921.1
OG0003869	KAI3426432.1	PRW44876.1
OG0003870	KAI3426433.1	PRW45146.1
OG0003871	KAI3430396.1	PRW32976.1
OG0003872	KAI3430881.1	PRW21029.1
OG0003873	KAI3430880.1	PRW21062.1
OG0003874	KAI3426311.1	PRW59960.1
OG0003875	KAI3430987.1	PRW20242.1
OG0003876	KAI3428700.1	PRW44298.1
OG0003877	KAI3430672.1	PRW20199.1
OG0003878	KAI3430671.1	PRW20186.1
OG0003879	KAI3430668.1	PRW20262.1
OG0003880	KAI3430822.1	PRW20999.1
OG0003881	KAI3430801.1	PRW21113.1
OG0003882	KAI3430837.1	PRW20989.1
OG0003884	KAI3426022.1	PRW33954.1
OG0003885	KAI3439092.1	PRW59010.1
OG0003887	KAI3439030.1, KAI3439029.1	PRW59238.1
OG0003888	KAI3439036.1	PRW59177.1
OG0003889	KAI3439048.1	PRW58926.1
OG0003890	KAI3439049.1	PRW58768.1
OG0003891	KAI3439051.1	PRW58837.1
OG0003892	KAI3439054.1	PRW59418.1
OG0003893	KAI3428215.1	PRW56864.1
OG0003894	KAI3439041.1	PRW59054.1
OG0003895	KAI3439055.1	PRW59367.1
OG0003896	KAI3429793.1	PRW59193.1
OG0003897	KAI3438942.1	PRW58835.1
OG0003898	KAI3438948.1	PRW58952.1
OG0003899	KAI3432735.1	PRW60886.1
OG0003900	KAI3439129.1	PRW58772.1
OG0003901	KAI3439127.1	PRW58856.1
OG0003902	KAI3438949.1	PRW59270.1
OG0003903	KAI3439126.1	PRW58969.1
OG0003904	KAI3430786.1	PRW21088.1
OG0003905	KAI3430791.1	PRW21092.1
OG0003906	KAI3430792.1	PRW20988.1
OG0003907	KAI3430780.1	PRW21104.1
OG0003909	KAI3438604.1	PRW59100.1
OG0003910	KAI3438605.1	PRW59323.1
OG0003911	KAI3438551.1	PRW59437.1
OG0003912	KAI3438552.1	PRW59314.1
OG0003913	KAI3438553.1	PRW59004.1
OG0003914	KAI3432816.1	PRW60942.1
OG0003915	KAI3438444.1	PRW58791.1
OG0003916	KAI3438443.1	PRW59335.1
OG0003918	KAI3438465.1	PRW59246.1
OG0003919	KAI3438404.1	PRW57364.1
OG0003920	KAI3438403.1	PRW57007.1
OG0003921	KAI3428662.1	PRW44444.1
OG0003922	KAI3438494.1	PRW59117.1
OG0003923	KAI3438474.1	PRW59191.1
OG0003924	KAI3438475.1	PRW59235.1
OG0003925	KAI3438500.1	PRW58948.1
OG0003926	KAI3438503.1	PRW58919.1
OG0003927	KAI3438396.1	PRW57151.1
OG0003928	KAI3438402.1	PRW57534.1
OG0003929	KAI3438496.1	PRW59262.1
OG0003930	KAI3438487.1	PRW58845.1
OG0003931	KAI3438488.1	PRW59122.1
OG0003932	KAI3438492.1	PRW59009.1
OG0003934	KAI3438460.1	PRW59220.1
OG0003935	KAI3438458.1	PRW59214.1
OG0003936	KAI3438562.1	PRW59295.1
OG0003937	KAI3438556.1	PRW59424.1, PRW59423.1
OG0003938	KAI3438557.1	PRW59317.1
OG0003939	KAI3438561.1	PRW58820.1
OG0003940	KAI3438565.1	PRW58905.1
OG0003941	KAI3438580.1	PRW58899.1
OG0003942	KAI3437925.1, KAI3437926.1	PRW58918.1
OG0003943	KAI3438427.1	PRW59040.1
OG0003944	KAI3438429.1	PRW58833.1
OG0003945	KAI3438430.1	PRW58850.1
OG0003946	KAI3424821.1	PRW45473.1
OG0003947	KAI3438426.1	PRW58988.1
OG0003948	KAI3438423.1	PRW58951.1
OG0003949	KAI3438416.1	PRW59222.1
OG0003950	KAI3438419.1	PRW58800.1
OG0003951	KAI3438411.1	PRW59023.1
OG0003952	KAI3438410.1	PRW59149.1
OG0003953	KAI3438421.1	PRW59225.1
OG0003954	KAI3438412.1	PRW59102.1
OG0003955	KAI3438567.1	PRW58914.1
OG0003956	KAI3424826.1	PRW45372.1
OG0003957	KAI3435699.1	PRW59581.1
OG0003958	KAI3438571.1	PRW59081.1
OG0003959	KAI3424185.1	PRW45426.1
OG0003960	KAI3432615.1	PRW61448.1
OG0003961	KAI3428179.1	PRW56842.1
OG0003962	KAI3431506.1	PRW61136.1
OG0003963	KAI3438433.1	PRW59343.1
OG0003964	KAI3438434.1	PRW58963.1
OG0003965	KAI3438437.1	PRW58908.1
OG0003966	KAI3438384.1	PRW57134.1
OG0003967	KAI3438555.1	PRW59003.1
OG0003968	KAI3438554.1	PRW59008.1
OG0003969	KAI3438385.1	PRW57297.1
OG0003970	KAI3438541.1	PRW59136.1
OG0003971	KAI3438544.1	PRW58725.1
OG0003973	KAI3438389.1	PRW57356.1
OG0003974	KAI3438390.1	PRW57081.1
OG0003975	KAI3438506.1	PRW58832.1
OG0003976	KAI3438519.1	PRW59333.1
OG0003977	KAI3438522.1	PRW59133.1
OG0003978	KAI3438516.1	PRW59098.1
OG0003979	KAI3438508.1	PRW58785.1
OG0003980	KAI3438439.1	PRW58871.1
OG0003981	KAI3424449.1	PRW58846.1
OG0003982	KAI3436856.1	PRW58805.1
OG0003983	KAI3438432.1	PRW58849.1
OG0003984	KAI3438525.1	PRW59208.1
OG0003985	KAI3423022.1, KAI3438960.1	PRW59176.1
OG0003986	KAI3438341.1	PRW57480.1
OG0003987	KAI3438340.1	PRW57325.1
OG0003988	KAI3438380.1	PRW57266.1
OG0003989	KAI3436417.1	PRW56240.1
OG0003990	KAI3438531.1	PRW58972.1
OG0003991	KAI3438528.1	PRW59313.1
OG0003992	KAI3438372.1	PRW56894.1
OG0003993	KAI3425200.1	PRW33539.1
OG0003994	KAI3428643.1	PRW44281.1
OG0003995	KAI3428642.1	PRW44613.1
OG0003996	KAI3425100.1	PRW45652.1
OG0003997	KAI3438232.1	PRW57180.1
OG0003998	KAI3438851.1, KAI3428635.1	PRW58902.1
OG0003999	KAI3438263.1	PRW57382.1
OG0004000	KAI3438260.1	PRW57397.1
OG0004001	KAI3438249.1	PRW57476.1
OG0004002	KAI3438259.1	PRW57153.1
OG0004003	KAI3438247.1	PRW57295.1
OG0004004	KAI3438243.1	PRW57262.1
OG0004005	KAI3428621.1	PRW44280.1
OG0004006	KAI3428623.1	PRW44528.1
OG0004007	KAI3428625.1	PRW44364.1
OG0004008	KAI3438238.1	PRW56919.1
OG0004009	KAI3428461.1	PRW44461.1
OG0004010	KAI3428617.1	PRW44379.1
OG0004011	KAI3430745.1	PRW21140.1
OG0004012	KAI3428607.1	PRW44325.1
OG0004013	KAI3427183.1	PRW58571.1, PRW58572.1
OG0004014	KAI3428601.1	PRW44359.1
OG0004015	KAI3428593.1	PRW44626.1
OG0004016	KAI3428503.1	PRW44596.1
OG0004017	KAI3428504.1	PRW44307.1
OG0004018	KAI3428509.1	PRW44509.1
OG0004019	KAI3428457.1	PRW44560.1
OG0004020	KAI3428481.1	PRW44327.1
OG0004021	KAI3428498.1	PRW44302.1
OG0004022	KAI3428497.1	PRW44301.1
OG0004023	KAI3428452.1	PRW44558.1
OG0004024	KAI3434741.1	PRW21120.1
OG0004025	KAI3428575.1	PRW44426.1
OG0004026	KAI3428542.1	PRW44395.1
OG0004027	KAI3428236.1	PRW56622.1
OG0004028	KAI3428435.1	PRW44606.1
OG0004029	KAI3428438.1	PRW44321.1
OG0004030	KAI3428443.1	PRW44440.1
OG0004031	KAI3432625.1	PRW61491.1
OG0004032	KAI3428440.1	PRW44564.1
OG0004033	KAI3428442.1	PRW44376.1
OG0004034	KAI3428420.1	PRW44322.1
OG0004035	KAI3428425.1	PRW44357.1
OG0004036	KAI3428491.1	PRW44388.1
OG0004037	KAI3428492.1	PRW44422.1
OG0004038	KAI3428477.1	PRW44543.1
OG0004039	KAI3428565.1	PRW44587.1
OG0004040	KAI3428587.1	PRW44381.1
OG0004041	KAI3428613.1	PRW44592.1
OG0004042	KAI3438265.1	PRW61368.1
OG0004043	KAI3428619.1	PRW44618.1
OG0004044	KAI3430806.1	PRW20995.1
OG0004045	KAI3424817.1	PRW45666.1
OG0004046	KAI3428581.1	PRW44537.1
OG0004047	KAI3426106.1	PRW45216.1
OG0004048	KAI3428444.1	PRW44467.1
OG0004049	KAI3428445.1	PRW44258.1
OG0004050	KAI3428562.1	PRW44428.1
OG0004051	KAI3426975.1	PRW50932.1
OG0004052	KAI3428822.1	PRW05877.1
OG0004053	KAI3438171.1	PRW56916.1
OG0004054	KAI3431557.1	PRW61433.1
OG0004055	KAI3428556.1	PRW44515.1
OG0004056	KAI3428555.1	PRW44567.1
OG0004057	KAI3428535.1	PRW44310.1
OG0004058	KAI3428540.1	PRW44504.1
OG0004059	KAI3428528.1, KAI3428529.1	PRW44492.1
OG0004060	KAI3429468.1	PRW60250.1
OG0004061	KAI3428519.1	PRW44527.1, PRW44526.1
OG0004062	KAI3428518.1	PRW44549.1
OG0004063	KAI3428516.1	PRW44393.1
OG0004064	KAI3428517.1	PRW44333.1
OG0004065	KAI3428594.1	PRW44491.1
OG0004066	KAI3424797.1	PRW45637.1
OG0004067	KAI3428658.1	PRW44402.1
OG0004068	KAI3428433.1	PRW44488.1
OG0004069	KAI3439021.1	PRW58945.1
OG0004070	KAI3439022.1	PRW58867.1
OG0004071	KAI3439103.1	PRW59127.1, PRW59126.1
OG0004072	KAI3439095.1	PRW59389.1
